0.237436961	0.316637692	0.432763975	0.938652109
0.247134653	0.18730137	0.542494273	0.903108049
0.016553847	0.195865797	0.331510476	0.273275041
0.29659068	0.3879242	0.313185334	0.627545106
0.33493697	0.318883231	0.175178243	0.26322143
0.301389744	0.171867062	0.308940868	0.165619378
0.178718433	0.216939542	0.417669886	0.424551201
0.355779437	0.376774887	0.224015525	0.039224797
0.790503931	0.867851207	1.052925196	1.1170913
0.558909492	0.655692223	1.076484083	1.074674174
0.389039726	0.185305088	0.200228291	0.162162905
0.190154177	0.311364535	0.319671743	0.280108167
0.33713175	0.270132305	0.601443544	0.225991534
