ProbeID	ESJ1	isp2	ESJ1	isp2
1449137_at	4135	5036.6	P	P
1449138_at	5851	5844.1	P	P
1449139_at	7280.1	5215.9	P	P
1449140_at	3835.2	2959	P	P
1449141_at	1475.5	3990.8	P	P
1449142_a_at	1009.7	1063.2	P	P
1449143_at	35.1	4.7	A	A
1449144_at	1714.6	1395.5	P	P
1449145_a_at	1323.6	438.9	P	P
1449146_at	99.8	388.6	A	P
1449147_at	501.9	70.2	P	P
1449148_a_at	478.5	461	P	P
1449149_at	44.7	103.3	A	P
1449150_at	347.5	330.8	P	P
1449151_at	230.9	213.3	P	P
1449152_at	306.6	286.1	P	P
1449153_at	17.9	20.6	A	A
1449154_at	29.4	23.6	A	P
1449155_at	1478.4	1373.6	P	P
1449156_at	2.3	4.3	A	A
1449157_at	108.1	133.9	P	P
1449158_at	9.9	51	A	P
1449159_at	67.2	6.6	A	A
1449160_at	37.7	199.2	A	P
1449161_at	56.5	33.4	A	P
1449162_at	748.7	810.2	P	P
1449163_at	497.7	713	P	P
1449164_at	273	423.4	P	P
1449165_at	117.2	226	A	P
1449166_at	10.1	27.1	A	A
1449167_at	801.9	1329.5	P	P
1449168_a_at	303.1	698.8	P	P
1449169_at	313.1	97	P	P
1449170_at	148.9	370.6	P	P
1449171_at	2381.9	2444.1	P	P
1449172_a_at	14.1	36.7	A	A
1449173_at	29.8	40.9	A	A
1449174_at	16.6	10	A	A
1449175_at	4.6	8.6	A	A
1449176_a_at	1042.5	911.1	P	P
1449177_at	27.1	59.7	A	A
1449178_at	494.4	69.5	A	A
1449179_at	70	22.2	A	A
1449180_at	426.7	489.7	P	P
1449181_at	522	779.1	P	P
1449182_at	20	81.9	A	A
1449183_at	511.7	381.7	P	P
1449184_at	70.7	187.6	A	P
1449185_at	66.6	52.8	A	A
1449186_at	2508.6	1582.4	P	P
1449187_at	759	1396.3	P	P
1449188_at	812.9	736.3	P	P
1449189_at	1029.2	753.4	P	P
1449190_a_at	377.7	503.7	P	P
1449191_at	7	92.2	A	A
1449192_at	956.7	839.5	P	P
1449193_at	58.7	41.8	A	A
1449194_at	2520.2	1793.4	P	P
1449195_s_at	95.5	149.8	M	P
1449196_a_at	33021.2	29831	P	P
1449197_at	378.2	187.1	P	P
1449198_a_at	218.2	163.5	A	P
1449199_at	14.4	67.5	A	A
1449200_at	2150.7	2164.6	P	P
1449201_at	63.1	6.2	A	A
1449202_at	127.4	371.7	P	P
1449203_at	32.7	13.4	A	A
1449204_at	238	325.5	P	P
1449205_at	136	248.3	P	P
1449206_at	67.2	44.6	A	A
1449207_a_at	2793.8	2687.6	P	P
1449208_at	3.4	53.6	A	P
1449209_a_at	1528.7	875	P	P
1449210_at	2597	1384	P	P
1449211_at	1389.3	1094.2	P	P
1449212_at	1.8	7.6	A	A
1449213_at	1436.4	1310.1	P	P
1449214_a_at	689.2	845.3	P	P
1449215_at	34	21.6	A	A
1449216_at	83.4	156.6	A	P
1449217_at	4953.1	3288.5	P	P
1449218_at	3.6	11.5	A	A
1449219_at	5	4.3	A	A
1449220_at	89.2	73.3	A	A
1449221_a_at	406	284.3	P	P
1449222_at	31.5	35.8	A	A
1449223_at	29.6	39.6	A	A
1449224_at	24.2	25.9	A	A
1449225_a_at	177.4	132.4	A	A
1449226_at	254.9	125.9	A	A
1449227_at	73.5	135	A	P
1449228_at	244.9	497.5	P	P
1449229_a_at	188.4	352.7	P	P
1449230_at	91.1	220.4	A	P
1449231_at	1318.7	1105.7	P	P
1449232_at	93.2	65	P	P
1449233_at	129.1	44.9	A	A
1449234_at	7.8	35.4	A	A
1449235_at	16.5	1.1	A	A
1449236_at	383.7	195.4	P	P
1449237_at	104	127.4	P	P
1449238_at	17	8.6	A	A
1449239_at	3.9	1.2	A	A
1449240_at	5.3	11.3	A	A
1449241_at	2.3	2.8	A	A
1449242_s_at	8.8	11.5	A	A
1449243_a_at	21428.8	19405.6	P	P
1449244_at	303	126.8	P	M
1449245_at	10.2	5	A	A
1449246_at	27.7	112.1	A	A
1449247_at	6.6	18.4	A	A
1449248_at	155.6	294.1	P	P
1449249_at	95.2	57.4	P	P
1449250_at	538.7	365.5	P	P
1449251_at	48.4	19	P	A
1449252_at	50	35.8	A	P
1449253_at	5.6	51.3	A	P
1449254_at	12240.1	15587.2	P	P
1449255_a_at	23317.6	20896.1	P	P
1449256_a_at	3203.4	2727.8	P	P
1449257_at	243	287.4	P	P
1449258_at	1454	1244.8	P	P
1449259_at	119.1	181.7	A	A
1449260_at	67.5	51.3	P	P
1449261_at	115.4	369.9	P	P
1449262_s_at	537.2	1190.8	P	P
1449263_at	506.3	405.9	P	P
1449264_at	162.2	235	P	P
1449265_at	23.1	2.4	A	A
1449266_at	220.9	269.9	A	M
1449267_at	266.2	272.2	P	P
1449268_at	89.3	137.4	A	P
1449269_at	3.5	28.3	A	A
1449270_at	85.5	57.3	A	A
1449271_a_at	739.3	480.4	P	P
1449272_at	36	20.7	A	A
1449273_at	241.3	386.1	P	P
1449274_at	262.9	273.8	P	P
1449275_at	625	537.6	P	P
1449276_at	164.3	508.7	A	P
1449277_at	16.2	6.4	A	A
1449278_at	785.5	866.2	P	P
1449279_at	404.4	1169.8	A	P
1449280_at	18.7	7.4	A	A
1449281_at	540.9	520.9	P	P
1449282_at	86.5	7	A	A
1449283_a_at	763.1	441.3	P	P
1449284_at	4	55.4	A	M
1449285_at	52.9	14	A	A
1449286_at	5.1	6.5	A	A
1449287_at	134.3	135.8	A	A
1449288_at	1831.5	2176.7	P	P
1449289_a_at	2227.8	1627.9	P	P
1449290_at	107.8	202.2	A	P
1449291_a_at	391.8	474.1	P	P
1449292_at	232.3	193.6	P	P
1449293_a_at	1460.9	1042.5	P	P
1449294_at	2896.4	2606.1	P	P
1449295_at	830.3	681	P	P
1449296_a_at	164.5	290.7	A	A
1449297_at	38.3	26.3	A	A
1449298_a_at	64	3.9	A	A
1449299_at	38.5	226.7	A	P
1449300_at	696.7	912.6	P	P
1449301_at	4.2	4	A	A
1449302_at	64.4	154.6	A	P
1449303_at	627.7	454	P	P
1449304_at	167.8	188.1	P	P
1449305_at	77.3	8.8	A	A
1449306_at	47.2	14.2	P	A
1449307_at	87.5	39.4	A	A
1449308_at	49.5	7.3	A	A
1449309_at	10.8	50.5	A	A
1449310_at	67.3	34.1	P	M
1449311_at	288.1	174.5	P	P
1449312_at	12.2	12.1	A	A
1449313_at	3.6	1.7	A	A
1449314_at	109.3	63.3	P	P
1449315_at	1466.1	992.6	P	P
1449316_at	69.7	54.4	A	A
1449317_at	321.4	204.6	P	P
1449318_at	79.8	86.1	A	P
1449319_at	123.8	73.9	P	P
1449320_at	31.5	13.9	A	A
1449321_x_at	6.7	3.6	A	A
1449322_at	4914.4	6036.3	P	P
1449323_a_at	28634	28936.2	P	P
1449324_at	2355.8	2580.7	P	P
1449325_at	837.5	504	P	P
1449326_x_at	34.8	16.5	A	A
1449327_at	6	4.8	A	A
1449328_at	711.4	352.3	P	P
1449329_at	120.5	245.4	A	M
1449330_at	24.4	16.7	A	A
1449331_a_at	98.9	22.7	A	A
1449332_at	3.2	5.7	A	A
1449333_at	2678.2	2972.6	P	P
1449334_at	83.4	233	A	P
1449335_at	137.3	273.2	P	P
1449336_a_at	449.1	703.9	P	P
1449337_at	69.5	37.1	P	P
1449338_at	1711	1753.8	P	P
1449339_at	153.1	192.2	P	P
1449340_at	5.4	3.3	A	A
1449341_a_at	160	120.2	A	P
1449342_at	2149.5	2852.7	P	P
1449343_s_at	2316.6	1895.8	P	P
1449344_s_at	93	1297.3	P	P
1449345_at	1418.3	1169.2	P	P
1449346_s_at	738.9	1205.5	P	P
1449347_a_at	66.4	13.5	A	A
1449348_at	2765.5	1665.9	P	P
1449349_at	2052.3	1986.5	P	P
1449350_at	58.2	19.5	A	A
1449351_s_at	588.6	632.8	P	P
1449352_at	227.6	205.9	P	P
1449353_at	2540.7	1665.6	P	P
1449354_at	506.2	401.1	P	P
1449355_a_at	717.6	597.6	P	P
1449356_at	22.9	8.4	A	A
1449357_at	482.3	429.3	P	P
1449358_at	79	124.7	A	P
1449359_at	3.5	35.7	A	A
1449360_at	28.3	4.4	A	A
1449361_at	4.4	30.6	A	A
1449362_a_at	606.7	508.7	P	P
1449363_at	258.1	819.3	P	P
1449364_at	282.3	227.2	P	P
1449365_at	2	2.5	A	A
1449366_at	16.1	19.6	A	A
1449367_at	103.2	58.2	A	A
1449368_at	171.8	216.7	A	P
1449369_at	61.2	74.4	A	A
1449370_at	395.7	151	P	P
1449371_at	100	58.1	P	P
1449372_at	484	536.4	P	P
1449373_at	93.1	82.5	P	P
1449374_at	1277.5	1160.5	P	P
1449375_at	6	2.3	A	A
1449376_at	520.8	635.4	P	P
1449377_at	302.5	438.7	P	P
1449378_at	5.8	23.9	A	A
1449379_at	42.2	48.5	A	A
1449380_at	154.2	311.6	P	P
1449381_a_at	161.1	240.6	P	P
1449382_at	19.9	2.2	A	A
1449383_at	260.7	121.3	P	A
1449384_at	46	17.5	A	A
1449385_at	24.2	19.2	A	A
1449386_at	80	29.3	P	P
1449387_at	2.4	2.6	A	A
1449388_at	4.6	2.8	A	A
1449389_at	51.2	64.5	A	P
1449390_at	294.7	290.4	P	P
1449391_at	159.1	259.9	P	P
1449392_at	112.4	114.6	P	P
1449393_at	26.8	8.7	A	A
1449394_at	31	34.4	A	A
1449395_at	4.8	3.1	A	A
1449396_at	57.9	92.4	P	P
1449397_at	16.4	69.1	A	A
1449398_at	5	41.5	A	A
1449399_a_at	93.2	47.9	P	M
1449400_at	2.9	5.1	A	A
1449401_at	1.4	2.3	A	A
1449402_at	139.3	59.1	P	A
1449403_at	159.7	279.2	A	P
1449404_at	280.1	246.2	P	P
1449405_at	79.3	111.3	A	P
1449406_at	291.6	386.3	P	P
1449407_at	442.4	656.7	P	P
1449408_at	942.7	2139.4	P	P
1449409_at	19.8	7.8	A	A
1449410_a_at	9345.6	12656.5	P	P
1449411_at	6.5	3.2	A	A
1449412_at	1700.1	1419.4	P	P
1449413_at	116.9	209.3	A	P
1449414_at	363.9	289.8	P	P
1449415_at	2016.4	1893.1	P	P
1449416_at	10.4	2.2	A	A
1449417_at	28.6	14.6	A	A
1449418_s_at	148.3	158.2	A	M
1449419_at	42.8	12.3	A	A
1449420_at	339.6	256.2	P	P
1449421_a_at	2.6	3.3	A	A
1449422_at	60.3	88.4	M	P
1449423_at	133.1	128.7	P	P
1449424_at	196.5	126.3	A	P
1449425_at	6.7	1.6	A	A
1449426_a_at	29.7	29.7	A	A
1449427_at	7.1	15.1	A	A
1449428_at	3.6	5.2	A	A
1449429_at	219.3	235.6	P	P
1449430_a_at	4.9	22.4	A	A
1449431_at	8.8	8	A	A
1449432_a_at	133.7	86.1	P	P
1449433_at	35.3	99.5	A	A
1449434_at	218.7	59.1	P	P
1449435_at	508.1	815.9	P	P
1449436_s_at	22668	21068.5	P	P
1449437_at	639	629.2	P	P
1449438_at	1343.7	1269.3	P	P
1449439_at	339.8	245.5	P	P
1449440_at	82.5	116.7	M	P
1449441_a_at	624.5	471.2	P	P
1449442_at	438	411	P	P
1449443_at	30.5	71.6	A	P
1449444_a_at	1121	1253.6	P	P
1449445_x_at	919.2	981.7	P	P
1449446_at	628.1	396.4	P	P
1449447_at	16.6	3	A	A
1449448_at	1066.6	814.1	P	P
1449449_at	29.4	52.2	A	A
1449450_at	283.4	309.2	A	P
1449451_at	64.1	31.8	P	A
1449452_a_at	7.8	25.4	A	A
1449453_at	67.8	126.6	A	M
1449454_at	5.4	28.7	A	A
1449455_at	1162.7	270.1	P	P
1449456_a_at	26.1	8.7	A	A
1449457_at	36.1	35.5	A	A
1449458_at	51.5	19.6	A	A
1449459_s_at	233.6	187.6	P	P
1449460_at	160.8	205.9	P	P
1449461_at	190.7	82	A	A
1449462_at	49.5	6.4	P	A
1449463_at	50.2	3.6	A	A
1449464_at	20.5	38.9	A	A
1449465_at	115.5	51.8	A	A
1449466_at	17	10.9	A	A
1449467_at	124.2	69.9	A	A
1449468_at	9	1.8	A	A
1449469_at	4.3	8.1	A	A
1449470_at	1.7	1	A	A
1449471_at	127	39.4	P	A
1449472_at	18.6	17.7	A	A
1449473_s_at	115.2	70.5	P	A
1449474_a_at	234.4	151.2	P	P
1449475_at	61	243.4	P	P
1449476_at	414.8	454.7	P	P
1449477_s_at	74.6	31.9	A	A
1449478_at	41.6	39.3	A	A
1449479_at	2.6	31.2	A	A
1449480_at	213.9	272	P	P
1449481_at	1285.6	2631.5	P	P
1449482_at	269.6	128.7	P	A
1449483_at	200.3	378.8	P	P
1449484_at	341.7	749.1	P	P
1449485_at	247.8	209.6	P	P
1449486_at	1	5.7	A	A
1449487_at	4.2	2.2	A	A
1449488_at	6	18	A	A
1449489_at	31.8	2.8	A	A
1449490_at	1181.3	860.7	P	P
1449491_at	566.7	777	P	P
1449492_a_at	4.5	2.7	A	A
1449493_at	23.5	13	A	A
1449494_at	1.3	7.2	A	A
1449495_at	10.7	20.7	A	A
1449496_at	29	33	A	A
1449497_at	5.7	16.3	A	A
1449498_at	9.9	55	A	A
1449499_at	7.5	12.7	A	A
1449500_at	15.8	1.9	A	A
1449501_a_at	70.8	74.5	P	M
1449502_at	176.5	178.2	P	P
1449503_at	812.7	1099.7	P	P
1449504_at	565.6	492.5	P	P
1449505_at	806.4	926.8	P	P
1449506_a_at	12084.6	9277.6	P	P
1449507_a_at	527.5	362.1	P	P
1449508_at	76.3	60.7	A	A
1449509_at	398.7	178.3	A	A
1449510_at	60.5	30.5	A	A
1449511_a_at	672.4	926.7	P	P
1449512_a_at	27.5	85.8	A	P
1449513_at	1.9	2.5	A	A
1449514_at	243.9	125.1	P	P
1449515_at	1106.2	1052.4	P	P
1449516_a_at	166.2	80.1	M	A
1449517_at	132.3	97.4	P	P
1449518_at	101.2	156.3	P	P
1449519_at	1044.8	4764.9	P	P
1449520_at	92	32.2	P	A
1449521_at	34.9	2.8	A	A
1449522_at	13.8	107.3	A	A
1449523_at	854.5	923.2	P	P
1449524_at	71.4	46.8	A	A
1449525_at	4.3	50.4	A	A
1449526_a_at	11.8	34.9	A	A
1449527_at	47.5	2.3	A	A
1449528_at	76.3	150.4	A	A
1449529_s_at	3.1	14.8	A	A
1449530_at	473.4	468.3	P	P
1449531_at	32.2	115.8	A	P
1449532_at	8.3	4	A	A
1449533_at	18.1	32.3	A	A
1449534_at	532.4	1247	P	P
1449535_at	7.2	3.8	A	A
1449536_at	93.4	77.9	P	P
1449537_at	60.1	49.3	A	A
1449538_a_at	134.3	86.1	P	P
1449539_at	8.3	6.6	A	A
1449540_at	176.2	243.8	P	P
1449541_x_at	58.7	15.4	A	A
1449542_at	113.8	58.7	P	A
1449543_at	169.3	139.8	A	A
1449544_a_at	153.6	165.1	P	P
1449545_at	20.3	19.9	A	A
1449546_a_at	833.8	1866.8	P	P
1449547_at	4.8	61.5	A	P
1449548_at	164	98.1	P	P
1449549_at	73.3	111.6	P	P
1449550_at	106.4	54.1	A	A
1449551_at	250.2	633.7	P	P
1449552_at	216.4	1603.1	P	P
1449553_at	1416.3	1303	P	P
1449554_at	182.8	699.1	P	P
1449555_a_at	186.2	133.6	P	P
1449556_at	138.8	89.3	P	P
1449557_at	553.5	616.6	P	P
1449558_at	15	36.7	A	A
1449559_at	36.3	89.9	A	A
1449560_at	34.8	5.2	A	A
1449561_at	26	28.7	A	A
1449562_at	32	20.8	A	A
1449563_at	22.4	29.9	A	A
1449564_at	7.1	10.6	A	A
1449565_at	7.6	19.4	A	A
1449566_at	131.3	65.6	P	A
1449567_at	16.7	13.9	A	A
1449568_at	6.9	22.2	A	A
1449569_at	110.3	82.2	P	P
1449570_at	3.7	7.3	A	A
1449571_at	2.8	0.3	A	A
1449572_at	35.7	11.7	A	A
1449573_at	113.1	417.7	A	P
1449574_a_at	9078.2	7906.7	P	P
1449575_a_at	4559	5461.3	P	P
1449576_at	874.1	647.2	P	P
1449577_x_at	86.7	72.9	P	P
1449578_at	1696.3	286.7	P	P
1449579_at	456.8	589.1	P	P
1449580_s_at	26.5	51.8	A	A
1449581_at	111.6	30.1	A	A
1449582_at	5.3	400	A	P
1449583_at	17.9	1.8	A	A
1449584_at	9.1	28.6	A	A
1449585_at	48.4	51.3	P	P
1449586_at	14.2	16.7	A	A
1449587_a_at	3.5	9.8	A	A
1449588_at	4.7	51	A	A
1449589_x_at	192.8	162.2	P	P
1449590_a_at	203.8	254.2	P	P
1449591_at	5.7	2.5	A	A
1449592_at	1377	1527.1	P	P
1449593_at	24.6	39.5	A	P
1449594_at	7.5	55.3	A	A
1449595_at	67.2	19.9	A	A
1449596_at	2.9	17	A	A
1449597_at	5.8	2.7	A	A
1449598_at	6.4	5.8	A	A
1449599_at	1.6	1.8	A	A
1449600_at	23.7	2.3	A	A
1449603_at	2.3	0.3	A	A
1449604_at	6.8	44.8	A	P
1449605_at	56.5	3.6	A	A
1449609_at	5.4	4.2	A	A
1449611_at	187	141.8	A	A
1449614_s_at	1787.5	1464.7	P	P
1449615_s_at	466.3	1013.7	P	P
1449617_at	30.9	121.7	A	A
1449618_s_at	985.8	1128.5	P	P
1449619_s_at	77.2	125.6	A	A
1449620_s_at	89.1	103.8	A	P
1449621_s_at	160.4	127.9	A	A
1449622_s_at	1576.7	1863.3	P	P
1449623_at	242.6	170.7	P	P
1449624_at	76.9	4.3	A	A
1449625_at	191.2	223.3	P	P
1449628_s_at	4000.5	3371.7	P	P
1449629_s_at	209.7	202	P	P
1449630_s_at	112.1	51.5	P	P
1449631_at	55.5	80.3	A	A
1449632_s_at	626.6	345.2	P	P
1449633_s_at	678.1	416.1	P	P
1449635_at	4222.5	3672.4	P	P
1449637_at	4.7	1.5	A	A
1449638_at	23.8	59.6	A	A
1449639_at	71.1	49.2	A	A
1449640_at	19.6	17.1	A	A
1449641_at	212.5	79.6	P	P
1449642_at	3.7	8.7	A	A
1449643_s_at	12945.1	12172.7	P	P
1449644_at	12.4	32.2	A	A
1449645_s_at	7897.4	7813.5	P	P
1449646_s_at	234.7	330.1	A	A
1449647_at	36.3	14.1	A	A
1449648_s_at	4779.8	4400.5	P	P
1449649_at	13.5	22	A	M
1449650_at	2.5	1	A	A
1449651_x_at	10.6	2.8	A	A
1449652_at	7.7	29.9	A	A
1449653_at	99.2	322.5	P	P
1449654_s_at	6.7	17.7	A	A
1449656_at	5.9	25.6	A	A
1449657_at	122.2	101.6	A	A
1449658_at	2	0.5	A	A
1449659_s_at	255.4	230.1	P	P
1449660_s_at	1883.2	2409.5	P	P
1449661_at	326.4	138.4	P	P
1449662_at	22.2	18.8	A	P
1449663_at	102.4	40.1	A	A
1449664_s_at	1262.7	1022.2	P	P
1449665_at	75.6	26	P	A
1449669_at	83.9	55.5	M	P
1449670_x_at	256.3	257.1	P	P
1449671_at	26	14.9	A	A
1449672_s_at	45.5	62.1	P	P
1449673_s_at	30.8	1.3	A	A
1449674_s_at	941	1489.6	P	P
1449675_at	408.9	340.3	P	P
1449676_at	163.5	44.1	P	P
1449677_s_at	660.6	842.1	P	P
1449678_at	150.8	124.9	A	A
1449679_s_at	1211.6	1129.5	P	P
1449680_at	9.3	53.2	A	A
1449681_at	150.9	2.9	P	A
1449682_s_at	1798.1	2195.2	P	P
1449683_x_at	30.2	34.3	A	P
1449684_at	4.2	11.3	A	A
1449685_s_at	122.9	97.3	A	P
1449686_s_at	1494	2819.2	P	P
1449687_at	433.8	429.6	A	P
1449688_at	11.9	10.2	A	A
1449689_at	17.5	30.4	A	A
1449690_x_at	32.2	11.6	A	A
1449691_at	53	61.2	A	P
1449692_at	56.5	12.2	A	A
1449693_at	31.6	52.5	A	A
1449694_s_at	394.6	337.5	P	P
1449697_s_at	1012.4	1122	P	P
1449698_at	134	21.5	M	A
1449699_s_at	2195.8	2052.3	P	P
1449700_at	188.6	56.4	P	A
1449701_at	235	32.2	P	A
1449702_at	174.5	228.5	P	P
1449703_at	11.7	40.7	A	P
1449704_at	2.4	22.8	A	A
1449705_x_at	3970	6250	P	P
1449706_s_at	383.4	538.5	P	P
1449707_at	22.3	18.8	A	A
1449708_s_at	3054	3329.2	P	P
1449710_s_at	8440.7	8100.7	P	P
1449711_at	278.7	274.6	P	P
1449712_s_at	4090.4	2549.7	P	P
1449713_at	24.5	34.2	A	P
1449714_at	537.3	306.9	P	P
1449715_at	1.1	0.6	A	A
1449716_s_at	219.7	244.2	P	P
1449717_at	57.4	4.5	A	A
1449718_s_at	317.9	369.9	P	P
1449719_at	21.7	10.7	A	A
1449720_at	33.5	0.8	A	A
1449721_at	21.1	2.4	A	A
1449724_s_at	4295.6	1593.2	P	P
1449726_at	20.1	78.6	A	P
1449727_x_at	50.2	10.3	M	A
1449728_at	2.8	44.7	A	A
1449729_at	4.3	6.1	A	A
1449730_s_at	173.4	77.2	P	P
1449731_s_at	1726.8	3243.6	P	P
1449732_at	742.5	506.5	P	P
1449733_s_at	842.2	446.6	P	P
1449735_at	3.7	17	A	A
1449736_at	4.7	0.9	A	A
1449738_s_at	2413.8	2569.2	P	P
1449739_at	4	6.7	A	A
1449740_s_at	989.3	1272.7	P	P
1449741_at	46.5	67.2	A	P
1449742_at	1	1	A	A
1449744_at	7.8	3.8	A	A
1449745_at	72.2	51	A	P
1449747_at	50.1	21.2	A	A
1449748_at	34	3.4	A	A
1449749_s_at	979.5	1465.2	P	P
1449750_at	263.6	229	P	P
1449751_at	194.3	104	P	A
1449752_at	7.2	2.2	A	A
1449753_at	2.3	7.4	A	A
1449754_at	3.3	1.7	A	A
1449755_at	66.9	49.2	A	A
1449756_at	8.3	8	A	A
1449757_x_at	12.6	2.5	A	A
1449759_at	12.8	1.8	A	A
1449760_at	10.6	52.5	A	A
1449761_at	29.1	1.9	A	A
1449764_x_at	3.9	0.9	A	A
1449765_at	6.4	1.7	A	A
1449768_at	45.6	45.6	A	A
1449770_x_at	116	328.4	A	P
1449771_at	73.7	22.8	A	A
1449772_at	137.8	51.2	P	A
1449773_s_at	355.7	328.2	P	P
1449774_at	44.1	1.6	A	A
1449776_at	39.2	9	A	A
1449779_at	54.8	30.2	A	A
1449780_at	27.5	19.2	A	A
1449781_at	4.2	7.4	A	A
1449782_at	40.1	26	A	A
1449783_at	5.1	1.6	A	A
1449784_at	51.1	7.5	A	A
1449785_at	45.7	76.6	P	P
1449787_at	80.6	48	A	A
1449788_at	15.2	7.6	A	A
1449793_at	11	28.3	A	A
1449795_at	2.7	1.8	A	A
1449796_at	29.3	8.3	A	A
1449797_x_at	7.2	5.6	A	A
1449799_s_at	3492.6	2133.1	P	P
1449800_x_at	565.2	361	P	P
1449801_at	1.8	1.2	A	A
1449803_x_at	29	18.1	A	A
1449804_at	81.6	104.9	A	A
1449805_at	40.6	64.3	A	A
1449806_at	16.3	19.5	A	P
1449808_at	5.8	6.2	A	A
1449813_at	194	47.2	A	A
1449814_at	71.8	13.3	A	A
1449815_a_at	308.3	170.1	P	P
1449816_at	69.9	82.3	A	P
1449817_at	8.6	38.3	A	A
1449818_at	109.5	110.3	A	P
1449819_at	133.4	514.8	P	P
1449820_at	28.1	33.4	A	A
1449821_a_at	1631.7	1463.2	P	P
1449822_at	29.5	41.1	A	A
1449823_at	55	37.6	A	A
1449824_at	73.3	128.3	A	P
1449825_at	14.8	24.5	A	A
1449826_a_at	36.6	23.6	A	P
1449827_at	88.6	140.4	P	P
1449828_at	32.1	14.2	A	A
1449829_at	141	18.1	A	A
1449830_at	2.2	1.2	A	A
1449831_at	6.3	10.4	A	A
1449832_at	35.9	2.7	A	A
1449833_at	3.5	8.9	A	A
1449834_at	6.5	28.7	A	A
1449835_at	13.7	25.4	A	A
1449836_x_at	69.3	85.2	A	A
1449837_at	21.1	7.6	A	A
1449838_at	21.4	12.8	A	A
1449839_at	4214	1911.2	P	P
1449840_at	622	449.7	P	P
1449841_at	335.1	482.7	P	P
1449842_at	645.4	676.3	P	P
1449843_at	18	48	A	A
1449844_at	19.3	23.8	A	A
1449845_a_at	392.7	277.6	P	P
1449846_at	38.3	23.8	A	A
1449847_a_at	140.8	215.8	P	P
1449848_at	532.2	393.8	P	P
1449849_a_at	461.3	646.3	P	P
1449850_at	27.8	16.8	A	A
1449851_at	323.2	347.8	P	P
1449852_a_at	427.9	451.5	P	P
1449853_at	121.6	88.8	A	P
1449854_at	30.4	52.8	A	A
1449855_s_at	6422.3	5072.4	P	P
1449856_at	37.5	0.9	A	A
1449857_at	154.1	235.3	P	P
1449858_at	4.4	4	A	A
1449859_at	398.5	297.6	P	P
1449860_at	35.4	3.2	A	A
1449861_at	437.7	504.9	P	P
1449862_a_at	672.1	647.3	P	P
1449863_a_at	2.4	21.9	A	A
1449864_at	54	13.8	A	M
1449865_at	32.2	23.8	A	A
1449866_at	47.6	3.2	A	A
1449867_at	12.7	47.9	A	A
1449868_at	62.9	54.9	A	P
1449869_at	31	72.2	A	P
1449870_a_at	160	206.6	P	P
1449871_at	5	14.7	A	A
1449872_at	17.1	15.8	A	A
1449873_at	54.5	46.8	A	A
1449874_at	31.1	51.1	A	P
1449875_s_at	736.7	403.4	P	P
1449876_at	10.3	1.2	A	A
1449877_s_at	518.9	845.8	P	P
1449878_a_at	352.2	331.6	P	P
1449879_at	3.9	0.8	A	A
1449880_s_at	279	245.7	A	P
1449881_a_at	61.9	30.4	A	A
1449882_a_at	4.1	4.3	A	A
1449883_at	9.7	1.6	A	A
1449884_at	4.8	86.7	A	A
1449885_at	1422	553.4	P	P
1449886_a_at	422.1	561.6	P	P
1449887_at	77.2	89.5	P	P
1449888_at	10.6	379.8	A	P
1449889_a_at	3278.6	3888.8	P	P
1449890_at	1.7	0.3	A	A
1449891_a_at	26.2	154.4	A	P
1449892_at	24.1	19.4	A	A
1449893_a_at	265.7	174.8	P	P
1449894_at	6.4	21	A	P
1449895_at	144.5	40.2	P	P
1449896_at	55.4	27.3	A	A
1449897_a_at	295.8	378.4	P	P
1449898_at	122.7	1083.9	P	P
1449899_at	21.9	6.2	A	A
1449900_at	26.9	13	A	P
1449901_a_at	91.8	95.2	A	A
1449902_at	8.6	10.2	A	A
1449903_at	7.7	10.1	A	A
1449904_at	55.7	57.7	A	P
1449905_at	13.1	28.8	A	A
1449906_at	3.2	5.4	A	A
1449907_at	33.3	27.9	A	A
1449908_at	5.1	37.8	A	A
1449909_at	8.1	1.2	A	A
1449910_at	145.1	307.3	P	P
1449911_at	85.9	26.8	A	A
1449912_at	5.6	2.5	A	A
1449913_at	266.9	200.6	P	P
1449914_at	267.6	257.2	A	M
1449915_at	125.6	103.6	A	A
1449916_at	58.2	69.2	P	A
1449917_at	85.3	108.9	A	P
1449918_at	5.5	1.7	A	A
1449919_at	24	21.1	A	A
1449920_at	20	11.4	A	A
1449921_s_at	14.3	54.2	A	A
1449922_at	12.1	2.1	A	A
1449923_at	14.7	2.2	A	A
1449924_at	8.3	3.5	A	A
1449925_at	72.6	76.9	P	P
1449926_at	6.7	12	A	A
1449927_at	45.6	40.3	A	A
1449928_at	613.4	359.9	P	P
1449929_at	1023	768.4	P	P
1449930_a_at	3314	4170.6	P	P
1449931_at	14.8	35.5	A	P
1449932_at	567.1	1062	A	P
1449933_a_at	1274.7	2057	P	P
1449934_at	280.2	813.3	P	P
1449935_a_at	1252.7	1450.3	P	P
1449936_at	50.8	114.7	A	P
1449937_at	11.1	8.6	A	A
1449938_at	65.6	6.8	A	A
1449939_s_at	203.3	101.2	P	P
1449940_a_at	3160.1	1920.1	P	P
1449941_at	34.1	10.7	A	A
1449942_a_at	1321.2	771.3	P	P
1449943_at	38.7	7.6	A	A
1449944_a_at	1847.1	2427.1	P	P
1449945_at	187.8	230.1	P	P
1449946_a_at	138.1	294.4	A	P
1449947_s_at	379.9	323.3	P	P
1449948_at	17	23.2	A	A
