ProbeID	ESJ1	isp2	ESJ1	isp2
1426106_a_at	16.2	80.7	A	A
1426107_at	75.6	37.7	M	A
1426108_s_at	83.4	75.8	A	A
1426109_a_at	72.9	44.5	A	A
1426110_a_at	150.6	125.7	A	P
1426111_x_at	750.7	827.5	P	P
1426112_a_at	40.8	107.4	A	A
1426113_x_at	46.2	67.4	A	A
1426114_at	14758.4	12418.4	P	P
1426115_a_at	28.1	23	A	A
1426116_at	1.9	32.3	A	A
1426117_a_at	450.9	426.4	P	P
1426118_a_at	3174.6	4521.2	P	P
1426119_at	21.4	22.3	A	P
1426120_a_at	11.7	16	A	A
1426121_at	37.7	7.8	A	A
1426122_a_at	49.6	49.5	A	A
1426123_a_at	323	419.6	P	P
1426124_a_at	2419.2	3282.3	P	P
1426125_a_at	99.4	138.2	A	P
1426126_a_at	98.3	108.8	A	A
1426127_x_at	100.2	152.8	A	A
1426128_a_at	72.5	43.5	A	M
1426129_at	99.4	100	P	P
1426130_at	7.5	35	A	A
1426131_at	117.6	5.4	A	A
1426132_at	5.5	9.7	A	A
1426133_a_at	675.9	609.5	P	P
1426134_at	1.4	0.3	A	A
1426135_a_at	2.4	4.9	A	A
1426136_x_at	249.7	77.3	A	A
1426137_at	320.3	871.3	P	P
1426138_a_at	3550.6	3450.8	P	P
1426139_a_at	2.7	30.8	A	A
1426140_x_at	1.9	1.9	A	A
1426141_at	67.7	4.5	M	A
1426142_a_at	2.8	0.4	A	A
1426143_at	6.4	1.2	A	A
1426144_x_at	10.2	8.8	A	A
1426145_at	10.2	3.1	A	A
1426146_a_at	314.7	295.2	P	P
1426147_s_at	64	25.2	A	A
1426148_at	38.7	68.7	A	P
1426149_at	100	19.1	A	A
1426150_at	80.3	4.7	A	A
1426151_a_at	502.9	880.2	P	P
1426152_a_at	14.2	70.6	A	A
1426153_a_at	47.3	114.1	A	P
1426154_s_at	44	6.1	A	A
1426155_a_at	17.7	50.4	A	A
1426156_at	38.8	13.3	A	A
1426157_a_at	42.6	2.6	A	A
1426158_at	6.1	17.8	A	A
1426159_x_at	26.2	59.9	A	A
1426160_a_at	543.2	474.2	P	P
1426161_at	17.8	6.1	A	A
1426162_a_at	24646.8	23979.9	P	P
1426163_x_at	20731.2	21269.3	P	P
1426164_a_at	1031.5	449.7	P	P
1426165_a_at	1081	690.5	P	P
1426166_at	49.5	11.5	A	A
1426167_a_at	45.2	48.4	P	A
1426168_a_at	10.9	3	A	A
1426169_a_at	32.7	32.8	A	A
1426170_a_at	2.1	19.7	A	A
1426171_x_at	0.7	4.2	A	A
1426172_a_at	40.7	3.7	P	A
1426173_at	70.6	24.2	P	A
1426174_s_at	41.7	1.9	A	A
1426175_a_at	63.5	24.6	P	A
1426176_a_at	19.7	1.9	A	A
1426177_a_at	17	7.8	A	A
1426178_at	14.5	2.2	A	A
1426179_a_at	169.5	316.9	P	P
1426180_a_at	95.8	85.1	A	A
1426181_a_at	3.2	30.2	A	A
1426182_a_at	7.5	8.1	A	A
1426183_a_at	19.5	19.1	A	A
1426184_a_at	467.8	867.3	P	P
1426185_at	15.8	23.6	A	M
1426186_a_at	544.7	10.1	P	A
1426187_a_at	4801.6	4828.9	P	P
1426188_s_at	76.3	3.3	P	A
1426189_at	3.9	17.5	A	A
1426190_at	14.9	5.3	A	A
1426191_a_at	63.5	182.2	A	A
1426192_at	53.7	32.2	A	A
1426193_at	12.2	41.4	A	A
1426194_x_at	27.8	34.3	M	A
1426195_a_at	3041.5	1906.3	P	P
1426196_at	29.9	9.9	A	A
1426197_at	1.8	1.6	A	A
1426198_at	8.3	0.7	A	A
1426199_x_at	1.6	5.8	A	A
1426200_at	55.7	44.3	A	A
1426201_at	4.3	3.3	A	A
1426202_at	19	7.3	A	A
1426203_at	6	31.5	A	A
1426204_a_at	28	45.4	P	P
1426205_at	7712.7	9674.1	P	P
1426206_at	15.8	120.5	A	P
1426207_at	440.9	850.6	P	P
1426208_x_at	1339.5	2601.2	P	P
1426209_at	1449.8	2094.3	P	P
1426210_x_at	64	49.7	P	P
1426211_at	225.5	280.1	M	P
1426212_s_at	962.1	1224.9	P	P
1426213_at	2143.4	2722.5	P	P
1426214_at	11.2	258.6	A	P
1426215_at	851	999.2	P	P
1426216_at	707.5	923.4	P	P
1426217_at	436.9	365.3	P	P
1426218_at	246	89.2	P	P
1426219_at	1926.8	2966.6	P	P
1426220_at	366.7	493.5	P	P
1426221_at	1453.9	536.1	P	P
1426222_s_at	89	42.6	P	M
1426223_at	107.7	99.4	A	P
1426224_x_at	1.6	14.1	A	A
1426225_at	144.8	105.6	P	P
1426226_at	692.3	782.1	P	P
1426227_s_at	264.6	313.5	P	P
1426228_at	0.8	0.2	A	A
1426229_s_at	176.9	36	P	P
1426230_at	79.3	49.6	P	P
1426231_at	8	11.1	A	A
1426232_at	749	859.6	P	P
1426233_at	492.8	604.8	P	P
1426234_s_at	1938.7	1594.5	P	P
1426235_a_at	1739.8	959.1	P	P
1426236_a_at	5593	3956.4	P	P
1426237_at	609.2	1126.4	P	P
1426238_at	192.3	85.9	A	A
1426239_s_at	644.5	813.4	P	P
1426240_at	1830.5	2133.3	P	P
1426241_a_at	235.4	489	P	P
1426242_at	1169.1	4040.9	P	P
1426243_at	2263.5	4407.8	P	P
1426244_at	262.1	338.8	P	P
1426245_s_at	1593.6	1282.4	P	P
1426246_at	203	255.9	P	P
1426247_at	1568.3	1950.7	P	P
1426248_at	2882	1856.9	P	P
1426249_at	595.6	983.5	P	P
1426250_s_at	253.8	478.9	P	P
1426251_at	15.8	7.7	A	A
1426252_a_at	7.7	1.8	A	A
1426253_at	699.8	608.8	P	P
1426254_at	848.4	1275.5	P	P
1426255_at	1400	1939.8	P	P
1426256_at	6068.8	3997.8	P	P
1426257_a_at	5354.7	5745.8	P	P
1426258_at	848.7	698.6	P	P
1426259_at	346.7	198.6	P	P
1426260_a_at	183.8	196.7	P	P
1426261_s_at	51.5	45.1	A	M
1426262_at	900.5	602.3	P	P
1426263_at	218.7	526.9	P	P
1426264_at	1937.3	2194.4	P	P
1426265_x_at	2527.4	2288.8	P	P
1426266_s_at	3303.1	1781.3	P	P
1426267_at	88.8	149.3	P	P
1426268_at	29.2	25.3	A	A
1426269_at	909.5	581	P	P
1426270_at	707.8	900.9	P	P
1426271_at	1247.5	1983.6	P	P
1426272_at	205.3	296.9	P	P
1426273_at	117.4	31.6	M	A
1426274_at	21.2	313.3	A	P
1426275_a_at	458.2	437.4	P	P
1426276_at	69.9	38.2	A	A
1426277_at	288.5	264	P	P
1426278_at	90	5.4	A	A
1426279_at	1097	1479.1	P	P
1426280_at	49.5	57.3	A	A
1426281_at	12.2	21.3	A	A
1426282_at	8.2	16.9	A	A
1426283_at	11.4	21.9	A	A
1426284_at	41.5	23.6	A	A
1426285_at	14.5	12.5	A	A
1426286_at	1053.9	1165.7	P	P
1426287_at	42.1	79.2	A	A
1426288_at	112.5	51.8	P	P
1426289_at	3772.6	2994.4	P	P
1426290_at	1483.2	1514.1	P	P
1426291_at	274.8	250.5	P	P
1426292_at	183.2	232.3	P	P
1426293_at	111.9	73.4	P	P
1426294_at	2.6	5.3	A	A
1426295_at	12.1	4.2	A	A
1426296_at	228	265.7	P	P
1426297_at	1166.6	1824.7	P	P
1426298_at	100.3	78	A	A
1426299_at	108.6	38.1	A	A
1426300_at	185.5	92.8	P	P
1426301_at	111.4	37.8	A	P
1426302_at	37.1	42.4	A	A
1426303_at	96.4	86.9	P	P
1426304_x_at	137.5	158.4	P	P
1426305_at	108.8	183.5	A	P
1426306_a_at	689.2	244.4	P	P
1426307_at	1950.5	1950.8	P	P
1426308_at	38.9	12.8	A	A
1426309_at	6.2	2	A	A
1426310_at	409.2	722.3	P	P
1426311_s_at	387.8	383.9	P	P
1426312_at	1251.4	2034.6	P	P
1426313_at	2013	2531.2	P	P
1426314_at	78.6	40.2	P	P
1426315_a_at	93.4	277.6	A	P
1426316_at	176.2	154.9	A	P
1426317_at	33.5	85.4	A	P
1426318_at	34.7	27.6	A	A
1426319_at	30.2	14.8	A	A
1426320_at	52.5	48.1	A	A
1426321_at	2.9	45.4	A	A
1426322_a_at	70.8	28.5	A	P
1426323_x_at	2040.8	2334.6	P	P
1426324_at	92.1	60.4	A	A
1426325_at	5.9	32.7	A	A
1426326_at	663.4	772.9	P	P
1426327_s_at	310	546	P	P
1426328_a_at	10.6	16.6	A	A
1426329_s_at	71.2	42.4	P	P
1426330_at	37.2	25.3	A	A
1426331_a_at	11.5	60.1	A	A
1426332_a_at	136.1	265.1	P	P
1426333_a_at	193.5	315.4	M	P
1426334_a_at	288.9	373.2	P	P
1426335_at	4.7	10.8	A	A
1426336_at	32	133.9	A	P
1426337_a_at	97.2	256.3	P	P
1426338_a_at	60.1	27.8	A	A
1426339_at	35.3	54.5	A	P
1426340_at	430.9	304.5	P	P
1426341_at	29.4	185.3	A	A
1426342_at	7824	6844.2	P	P
1426343_at	1270.6	1932.9	P	P
1426344_at	828.1	1147.6	P	P
1426345_at	588.4	395.3	P	P
1426346_at	344.9	230.2	P	P
1426347_at	1067.7	933.1	P	P
1426348_at	225.4	314.6	A	A
1426349_s_at	1690	1557.8	P	P
1426350_at	602.5	403.5	P	P
1426351_at	18350	16560	P	P
1426352_s_at	42.9	435.3	A	P
1426353_at	974.6	1129.4	P	P
1426354_at	1312.9	1858.9	P	P
1426355_a_at	1696.2	2073.1	P	P
1426356_at	492.1	612.9	P	P
1426357_at	586.2	566.5	P	P
1426358_at	1239.9	1279.1	P	P
1426359_at	615.2	769.4	P	P
1426360_at	578.8	609.2	A	P
1426361_at	694.2	657.4	P	P
1426362_at	172.4	354.8	P	P
1426363_x_at	771.2	265.5	P	P
1426364_at	1100.1	1049.6	P	P
1426365_at	1305.6	1642.9	P	P
1426366_at	2429.6	1724.3	P	P
1426367_at	571	433.1	P	P
1426368_at	142.2	91.7	P	P
1426369_at	1335.9	1820.2	P	P
1426370_at	974.3	907.6	P	P
1426371_at	2316.9	2015.4	P	P
1426372_a_at	265.3	467	P	P
1426373_at	689.2	1061	P	P
1426374_at	2473.1	1483.4	P	P
1426375_s_at	856.8	1158.9	P	P
1426376_at	404.7	226.7	P	P
1426377_at	2694	2677.8	P	P
1426378_at	8908.4	9953.6	P	P
1426379_at	2766.1	4580.7	P	P
1426380_at	10337.1	8676.4	P	P
1426381_at	3398.2	2854.4	P	P
1426382_at	3553.3	3142	P	P
1426383_at	323	357.3	P	P
1426384_a_at	13690.2	14655.9	P	P
1426385_x_at	20015.7	22908.5	P	P
1426386_at	3985.2	3898.6	P	P
1426387_x_at	1562.3	1714.3	P	P
1426388_s_at	966.2	500.9	P	P
1426389_at	56.4	134.7	M	P
1426390_a_at	15021.1	12676.4	P	P
1426391_at	38.5	2	A	A
1426392_a_at	6631.7	4960.1	P	P
1426393_a_at	2059.9	1755.2	P	P
1426394_at	3545.6	4244.8	P	P
1426395_s_at	2084.3	1789.8	P	P
1426396_at	8.2	18.4	A	A
1426397_at	331.8	197.6	P	P
1426398_at	1281.6	636.4	P	P
1426399_at	63.3	50.1	A	A
1426400_a_at	3312	6367	P	P
1426401_at	345.2	636.9	P	P
1426402_at	4121.7	3298.8	P	P
1426403_at	251.8	407.1	P	P
1426404_a_at	1032.1	842.5	P	P
1426405_at	56.2	56.9	A	P
1426406_at	1458.1	1758.7	P	P
1426407_at	11675.1	9517.8	P	P
1426408_at	1955.8	2237.9	P	P
1426409_at	433.3	324.6	P	P
1426410_at	1311.2	1753.3	P	P
1426411_a_at	851.9	854	P	P
1426412_at	334.8	442	P	P
1426413_at	179.9	425.5	P	P
1426414_a_at	3871.7	2694.8	P	P
1426415_a_at	490.2	854	P	P
1426416_a_at	1967.1	2991	P	P
1426417_at	20.9	162.8	A	P
1426418_at	6.4	4	A	A
1426419_at	1458.6	1918.8	P	P
1426420_at	111.7	251.5	P	P
1426421_s_at	567	1331	P	P
1426422_at	242.6	263.7	P	P
1426423_at	1592.7	2531.1	P	P
1426424_at	416.5	414.4	P	P
1426425_at	7680.8	6317.3	P	P
1426426_at	6684.1	3387.8	P	P
1426427_at	353.2	522.2	P	P
1426428_at	421.9	315.1	P	P
1426429_at	88.5	46.9	A	A
1426430_at	322.7	394.1	P	P
1426431_at	125.2	402.2	P	P
1426432_a_at	12.5	40.6	A	P
1426433_at	3.3	6.1	A	A
1426434_at	482.1	371.7	P	P
1426435_at	809.5	901	P	P
1426436_at	199	228.5	A	P
1426437_s_at	1968.2	1388.5	P	P
1426438_at	1795.8	1191.2	P	P
1426439_at	495	466.8	P	P
1426440_at	294.5	1346	A	P
1426441_at	356.7	251.5	P	P
1426442_at	84.4	5.6	P	A
1426443_at	101	229.8	A	A
1426444_at	15.9	248.4	A	A
1426445_at	1061	1543.3	P	P
1426446_at	94.3	59.3	P	A
1426447_at	2207.9	2117.4	P	P
1426448_at	384.5	124.4	P	P
1426449_a_at	1179	841.4	P	P
1426450_at	305.5	95	P	P
1426451_at	403.3	1274.2	P	P
1426452_a_at	91.4	162.3	A	P
1426453_at	2809.8	3999.8	P	P
1426454_at	542.5	209.2	P	P
1426455_at	1080.8	868.5	P	P
1426456_a_at	3084.2	3880.6	P	P
1426457_at	2332.5	2583.8	P	P
1426458_at	94.3	247.2	P	P
1426459_s_at	2353.2	4506.7	P	P
1426460_a_at	183.5	113	P	P
1426461_at	236.8	197.7	A	A
1426462_at	496	240.5	P	P
1426463_at	277.1	207.4	P	P
1426464_at	116.5	151.8	A	A
1426465_at	610.6	516.6	P	P
1426466_s_at	119.4	243.6	A	P
1426467_s_at	859.3	863.6	P	P
1426468_at	608	474.8	P	P
1426469_a_at	1761	1523.2	P	P
1426470_at	54.6	47.3	A	A
1426471_at	194.6	468.1	P	P
1426472_at	6.9	46	A	P
1426473_at	3086.3	2069.5	P	P
1426474_at	646.1	599.1	P	P
1426475_at	3256.7	2856.4	P	P
1426476_at	2014.8	1543.3	P	P
1426477_at	788.2	887.7	P	P
1426478_at	197.7	271.3	P	P
1426479_a_at	382.7	608.4	P	P
1426480_at	1437.4	1662.4	P	P
1426481_at	1142.3	1647.3	P	P
1426482_at	1127.8	1425.1	P	P
1426483_at	1116.3	907.4	P	P
1426484_at	197.7	318.4	P	P
1426485_at	1273.3	1319.8	P	P
1426486_at	1328.7	1600.5	P	P
1426487_a_at	1316.3	1337.7	P	P
1426488_at	331	640.8	A	P
1426489_s_at	788.6	804.5	P	P
1426490_at	331.3	448.4	P	P
1426491_at	547.1	604.8	P	P
1426492_at	1168.1	1214.7	P	P
1426493_a_at	103.2	38.7	A	A
1426494_at	935.9	653.6	P	P
1426495_at	1955	1999.7	P	P
1426496_at	1492.3	942.9	P	P
1426497_at	239.5	613.2	P	P
1426498_at	8.1	155.1	A	P
1426499_at	635.5	722	P	P
1426500_at	374.5	351.7	P	P
1426501_a_at	76.5	38.3	A	A
1426502_s_at	346.4	211.2	P	P
1426503_a_at	409.8	489.2	P	P
1426504_a_at	369.4	471.9	P	P
1426505_at	7.3	9.1	A	A
1426506_at	7.7	0.9	A	A
1426507_at	48.3	62.7	A	A
1426508_at	86.8	107.2	A	A
1426509_s_at	7.4	15.9	A	A
1426510_at	556.4	484.6	P	P
1426511_at	106	347.6	M	P
1426512_at	30.3	0.6	A	A
1426513_at	174.7	395.2	P	P
1426514_at	65.1	2.8	A	A
1426515_a_at	567.5	432	P	P
1426516_a_at	450.3	439.7	P	P
1426517_at	148.1	115.8	P	P
1426518_at	688.3	441.3	P	P
1426519_at	655.8	474.1	P	P
1426520_at	41.1	33.5	P	A
1426521_at	2081.8	2315.1	P	P
1426522_at	2307.3	1933.2	P	P
1426523_a_at	875	467.4	P	P
1426524_at	1201.9	712.2	P	P
1426525_at	2253.3	2550	P	P
1426526_s_at	50.9	65.9	P	P
1426527_at	706.2	571.8	P	P
1426528_at	433.2	659.9	P	P
1426529_a_at	2143.8	1895.3	P	P
1426530_a_at	503.3	316.2	P	P
1426531_at	725.8	388.7	P	P
1426532_at	420.5	413.4	P	P
1426533_at	4934.8	6851.7	P	P
1426534_a_at	220.5	175.7	P	P
1426535_at	783.8	3868.6	P	P
1426536_at	1866	2136.7	P	P
1426537_at	305.5	306.3	P	P
1426538_a_at	1640.2	2507.4	P	P
1426539_at	661.7	1491.8	P	P
1426540_at	126.4	98.3	A	A
1426541_a_at	112.4	39.7	P	P
1426542_at	117.2	11.7	A	A
1426543_x_at	62	57.9	A	P
1426544_a_at	802.2	785.2	P	P
1426545_at	286	353.9	P	P
1426546_at	1070.3	964	P	P
1426547_at	25.5	152.9	A	P
1426548_a_at	834.2	1329	P	P
1426549_at	68.1	60.5	A	A
1426550_at	4.8	2.8	A	A
1426551_at	10.7	4.1	A	A
1426552_a_at	23.8	9.1	A	A
1426553_at	433.9	386.4	P	P
1426554_a_at	14226.8	13055.1	P	P
1426555_at	5696.5	8526.8	P	P
1426556_at	723.1	1343	P	P
1426557_at	113	104.1	P	P
1426558_x_at	1518.4	919.8	P	P
1426559_at	3905	3218.6	P	P
1426560_a_at	91.1	89.2	M	P
1426561_a_at	4.5	55.2	A	P
1426562_a_at	15.9	66.4	A	A
1426563_at	144.5	726.8	P	P
1426564_at	508.9	1273.9	P	P
1426565_at	273.1	297.8	P	P
1426566_s_at	31.7	89.4	A	P
1426567_a_at	259.9	180.2	P	P
1426568_at	4.9	18.1	A	A
1426569_a_at	19.5	24.8	A	A
1426570_a_at	5.1	20.8	A	P
1426571_at	9.3	29.9	A	A
1426572_at	2060.6	2133.3	P	P
1426573_at	418.4	513.9	P	P
1426574_a_at	449.3	832.8	P	P
1426575_at	460.5	519.2	P	P
1426576_at	1199.9	1884.4	P	P
1426577_a_at	455.4	477.8	P	P
1426578_s_at	479.6	318.2	P	P
1426579_at	1730	2112.5	P	P
1426580_at	1249.5	1144.6	P	P
1426581_at	896.3	957	P	P
1426582_at	2083.5	1813.4	P	P
1426583_at	4353	3854.1	P	P
1426584_a_at	535	909.3	P	P
1426585_s_at	3832.3	4979.9	P	P
1426586_at	1715	1726.3	P	P
1426587_a_at	1764.4	2097.4	P	P
1426588_at	33.4	60.6	A	A
1426589_at	31.7	29.4	A	A
1426590_at	1362.6	1493.1	P	P
1426591_at	86.4	71.5	A	P
1426592_a_at	1703.2	1806	P	P
1426593_a_at	5069.3	4432.8	P	P
1426594_at	82.7	70.6	P	P
1426595_at	67.9	59.7	M	A
1426596_a_at	2093.8	3303.8	P	P
1426597_s_at	358.5	174.9	P	P
1426598_at	445	406.5	P	P
1426599_a_at	7793.9	6794.4	P	P
1426600_at	6291.1	6957	P	P
1426601_at	181	368.5	A	P
1426602_at	493.9	545.6	P	P
1426603_at	5.2	5.9	A	A
1426604_at	22.5	11.9	A	A
1426605_at	80.9	150.5	P	P
1426606_at	72.7	169.8	A	P
1426607_at	78.7	1047.9	A	P
1426608_at	14.3	50	A	A
1426609_at	4778.2	4562.4	P	P
1426610_a_at	306.8	500	P	P
1426611_at	7672.9	5147.9	P	P
1426612_at	10349.8	9476.8	P	P
1426613_a_at	4602.1	3940.5	P	P
1426614_at	3075.4	831.7	P	P
1426615_s_at	1531.7	905.8	P	P
1426616_at	91.8	76.1	P	P
1426617_a_at	45.9	158.9	A	P
1426618_a_at	481.1	329.1	P	P
1426619_at	49.5	362.2	A	P
1426620_at	171.7	228.3	P	P
1426621_a_at	30	14.4	A	A
1426622_a_at	40.6	62.1	A	P
1426623_a_at	551.3	998	P	P
1426624_a_at	665	754.8	P	P
1426625_at	826.7	1079.1	P	P
1426626_at	2040.7	1929.6	P	P
1426627_at	267.9	466.3	P	P
1426628_at	3614.1	1882	P	P
1426629_at	1159.7	1727.9	P	P
1426630_at	2090.2	2096	P	P
1426631_at	1867.2	1836.9	P	P
1426632_at	91.8	79.6	A	A
1426633_s_at	23.3	33.4	A	A
1426634_at	23.8	4	A	A
1426635_at	391.1	481	P	P
1426636_a_at	36.3	33.7	A	P
1426637_a_at	2.4	2.1	A	A
1426638_at	28.7	7.6	A	A
1426639_a_at	14.8	15.6	A	A
1426640_s_at	488.9	280.7	P	P
1426641_at	97.9	74.8	P	P
1426642_at	5793.6	8298.4	P	P
1426643_at	1807.1	1920.7	P	P
1426644_at	514.7	1066.3	P	P
1426645_at	21807.5	23992.6	P	P
1426646_at	1625.3	1142.5	P	P
1426647_at	157.5	129.6	A	A
1426648_at	431.8	414.3	P	P
1426649_at	1496.1	1946.1	P	P
1426650_at	30.8	3	A	A
1426651_at	1107.3	951.8	P	P
1426652_at	3362.7	4811.1	P	P
1426653_at	3954.3	4236.3	P	P
1426654_at	2626.3	2068.5	P	P
1426655_a_at	503.7	625.6	P	P
1426656_at	898.2	1204.2	P	P
1426657_s_at	2877.4	3539.1	P	P
1426658_x_at	3416.4	3825.1	P	P
1426659_a_at	22324	25007.5	P	P
1426660_x_at	24570.5	25286.5	P	P
1426661_at	24562.2	23637.6	P	P
1426662_at	2816.3	2899.6	P	P
1426663_s_at	82.2	114.2	P	P
1426664_x_at	80.4	145.7	A	P
1426665_at	699.5	877.9	P	P
1426666_a_at	1601.5	2118.9	P	P
1426667_a_at	664.4	1594.7	P	P
1426668_at	1986	1399	P	P
1426669_at	266.8	276.4	P	P
1426670_at	918.5	1816.4	P	P
1426671_a_at	3273.6	5186.8	P	P
1426672_at	205.2	132.2	A	A
1426673_at	433	299.2	P	P
1426674_at	6491.9	7297.7	P	P
1426675_at	5681.1	5608.7	P	P
1426676_s_at	4210.5	4666.5	P	P
1426677_at	1883.1	1997.8	P	P
1426678_at	3837	3741.7	P	P
1426679_at	4328.6	4105.9	P	P
1426680_at	109.8	261.9	A	P
1426681_at	334.5	549.4	P	P
1426682_at	1301.9	1196.8	P	P
1426683_at	2480.2	1312.9	P	P
1426684_at	472.1	575.2	P	P
1426685_a_at	2028.7	1453.9	P	P
1426686_s_at	304.6	329.9	P	P
1426687_at	169.6	213.3	P	P
1426688_at	4877.5	5976	P	P
1426689_s_at	2946.3	3283.5	P	P
1426690_a_at	1324.4	968.2	P	P
1426691_at	894.5	1440.7	P	P
1426692_at	210.5	532.5	P	P
1426693_x_at	573.1	685.2	P	P
1426694_at	569.2	662.2	P	P
1426695_at	115.1	32.9	A	A
1426696_at	1102.5	1660.5	P	P
1426697_a_at	331.3	771.6	P	P
1426698_a_at	4832.4	4354.8	P	P
1426699_at	86.8	119.7	A	P
1426700_a_at	724.8	713	P	P
1426701_at	435.2	609.6	P	P
1426702_at	145.3	130.4	P	P
1426703_at	615.2	929.6	P	P
1426704_at	28.5	9.9	A	A
1426705_s_at	5311.7	6010.8	P	P
1426706_s_at	123.8	157.8	P	P
1426707_at	766.2	660.2	P	P
1426708_at	121.7	7.2	P	A
1426709_a_at	1067.3	1103.2	P	P
1426710_at	2755.7	1348.9	P	P
1426711_at	219.9	169.3	P	P
1426712_at	672.1	594	P	P
1426713_s_at	2297.8	4289.2	P	P
1426714_at	109	139.7	P	P
1426715_s_at	212.3	202.8	P	P
1426716_at	148.3	71.5	P	A
1426717_at	1964.2	1480.1	P	P
1426718_at	3399.4	3918.8	P	P
1426719_at	388.5	660.3	P	P
1426720_at	86.7	114.4	A	P
1426721_s_at	1633.9	2195.3	P	P
1426722_at	7953.2	9423.5	P	P
1426723_at	729.8	1342.8	P	P
1426724_at	5404.2	5877.6	P	P
1426725_s_at	187.7	98.4	P	P
1426726_at	653.9	1194.3	P	P
1426727_s_at	871.2	1251.8	P	P
1426728_x_at	1050.8	1396.4	P	P
1426729_at	87.4	73.4	A	A
1426730_a_at	8.2	2.2	A	A
1426731_at	182.8	201.6	A	A
1426732_at	65.6	18	P	A
1426733_at	1571.3	3612.8	P	P
1426734_at	427.7	485.7	P	P
1426735_at	1156.1	985.7	P	P
1426736_at	6581.6	5433.9	P	P
1426737_at	431.7	547.2	P	P
1426738_at	205.3	322.6	P	P
1426739_at	926.7	1173.5	P	P
1426740_s_at	143.2	313.9	P	P
1426741_a_at	1548.4	1330.8	P	P
1426742_at	8292.8	8310.7	P	P
1426743_at	552.2	810.3	P	P
1426744_at	680.4	1650.5	P	P
1426745_at	878.8	699.3	A	A
1426746_at	662.7	957	P	P
1426747_at	628.4	545.9	P	P
1426748_s_at	107.6	105.2	P	P
1426749_at	2969.5	3551.6	P	P
1426750_at	1620.5	2020.6	P	P
1426751_s_at	2801.7	2948.2	P	P
1426752_at	5897.7	5569.6	P	P
1426753_at	1631.3	1295.6	P	P
1426754_x_at	467	783.1	P	P
1426755_at	131.8	283.7	A	P
1426756_at	806.6	613.6	P	P
1426757_at	422	597.9	P	P
1426758_s_at	1077.1	275.8	P	P
1426759_at	1631.8	1762.2	P	P
1426760_at	2006.5	1736.5	P	P
1426761_at	3057.3	3990.9	P	P
1426762_s_at	7679.4	6161	P	P
1426763_at	1555.8	1525.4	P	P
1426764_at	860.2	908.2	P	P
1426765_at	537.6	688.9	P	P
1426766_at	150.8	46	P	P
1426767_at	302.9	302.5	P	P
1426768_at	221.7	212.7	A	P
1426769_s_at	1411.2	1043.1	P	P
1426770_at	418.2	710.9	P	P
1426771_at	241.1	344.2	P	P
1426772_x_at	48.3	12.1	A	A
1426773_at	602.2	944.6	P	P
1426774_at	399.2	719	P	P
1426775_s_at	1165.1	909.8	P	P
1426776_at	1062	826.1	P	P
1426777_a_at	874.8	490.3	P	P
1426778_at	2226.4	3638.3	P	P
1426779_x_at	772.3	1604.4	P	P
1426780_at	651.8	1013	P	P
1426781_at	484.7	517	P	P
1426782_at	1501.2	1203.1	P	P
1426783_at	1926.2	2655.6	P	P
1426784_at	135.7	40.3	A	A
1426785_s_at	65.5	102	A	A
1426786_s_at	305.4	251.2	P	P
1426787_at	183.9	36.3	P	P
1426788_a_at	8935.5	8203.3	P	P
1426789_s_at	4391.5	4641	P	P
1426790_at	5521.2	6284.9	P	P
1426791_at	10.1	15.2	A	A
1426792_s_at	44	165.8	A	A
1426793_a_at	18156.4	16502.5	P	P
1426794_at	1681.1	1680.5	P	P
1426795_at	10.8	68.7	A	M
1426796_at	1206.1	1223.7	P	P
1426797_at	1057.2	2333.1	P	P
1426798_a_at	2240.5	2975.4	P	P
1426799_at	1221	674.5	P	P
1426800_at	4.3	1.4	A	A
1426801_at	316.3	286.5	P	P
1426802_at	208.4	197.3	P	P
1426803_at	1039.9	1150.5	P	P
1426804_at	3653.6	4778	P	P
1426805_at	607.1	884.4	P	P
1426806_at	1553.4	1301.4	P	P
1426807_at	21.7	31.2	A	P
1426808_at	1034.1	298.5	P	P
1426809_at	197.7	387.3	A	P
1426810_at	3250.3	3232.7	P	P
1426811_at	171.3	146.4	P	P
1426812_a_at	1086.1	1237.4	P	P
1426813_at	3717.5	3742.6	P	P
1426814_at	1014.2	1984.2	P	P
1426815_s_at	1810.2	2213	P	P
1426816_at	137.4	204.2	A	P
1426817_at	3478.4	2994.2	P	P
1426818_at	325.5	1124	P	P
1426819_at	738.1	689.1	P	P
1426820_at	3018.3	2239	P	P
1426821_at	863.4	687	P	P
1426822_at	325.6	606.7	P	P
1426823_s_at	7369.6	5116.1	P	P
1426824_at	2734.2	2726.8	P	P
1426825_at	224.7	259.9	A	A
1426826_at	1601.1	1647.1	P	P
1426827_at	2092.4	3054.8	P	P
1426828_at	232.7	239.7	P	P
1426829_at	1329.5	1370.1	P	P
1426830_a_at	2621.1	2566.1	P	P
1426831_at	1979.4	2215.3	P	P
1426832_at	382.8	385.9	P	P
1426833_at	991.4	998.4	P	P
1426834_s_at	370.8	419.5	P	P
1426835_at	2353.5	1955.2	P	P
1426836_s_at	6295.4	4978.7	P	P
1426837_at	1311.7	1188.4	P	P
1426838_at	1082.7	1213.9	P	P
1426839_at	1008.1	1605.8	P	P
1426840_at	2075.5	2451	P	P
1426841_at	1310.7	1334.5	P	P
