	MEF	isp2	MEFDet	isp2Det
1425896_a_at	2560	186	P	P
1425897_at	2.9	0.6	A	A
1425898_x_at	4.4	2.1	A	A
1425899_a_at	312.6	328.2	P	P
1425900_at	10.4	69.1	A	A
1425901_at	111.5	57.4	A	P
1425902_a_at	209.1	310.7	M	P
1425903_at	40.1	10.4	A	A
1425904_at	2.8	4	A	A
1425905_at	2.9	3.2	A	A
1425906_a_at	254.7	168.4	P	P
1425907_s_at	130.9	82.4	M	P
1425908_at	55.7	6.8	A	A
1425909_at	108.4	38.9	P	M
1425910_at	8.7	8.3	A	A
1425911_a_at	947.1	710.7	P	P
1425912_at	6.6	7.4	A	A
1425913_a_at	707.6	71.5	P	A
1425914_a_at	425.3	1508.9	P	P
1425915_at	80.1	28.2	A	A
1425916_at	27	36.9	A	A
1425917_at	8.7	10.3	A	A
1425918_at	56.9	38.6	A	P
1425919_at	82.8	92.1	P	P
1425920_at	93.4	43.2	A	P
1425921_a_at	2745.7	853.6	P	P
1425922_a_at	8.3	1285.3	A	P
1425923_at	28.5	121	A	A
1425924_at	66.7	47.9	A	A
1425925_at	4.6	5.6	A	A
1425926_a_at	6.8	829	A	P
1425927_a_at	1618	500.2	P	P
1425928_at	9.5	53.5	A	A
1425929_a_at	1271.3	1080.6	P	P
1425930_a_at	764.2	549.2	P	P
1425931_a_at	106.2	75.3	A	A
1425932_a_at	564.5	947.6	P	P
1425933_a_at	1137.6	881	P	P
1425934_a_at	131.3	155.7	A	P
1425935_at	3.4	27	A	P
1425936_a_at	197	311.3	A	P
1425937_a_at	1562.4	1455.7	P	P
1425938_a_at	23.5	120.4	A	A
1425939_at	50.2	14.1	A	A
1425940_a_at	626.8	658.8	P	P
1425941_a_at	66.9	418.5	A	P
1425942_a_at	50.2	45.8	A	A
1425943_at	32.3	7	A	A
1425944_a_at	246.1	462	P	P
1425945_at	20.8	4	A	A
1425946_at	129.8	91.2	P	P
1425947_at	4.2	0.5	A	A
1425948_a_at	153.4	235.1	P	P
1425949_at	3.7	3.3	A	A
1425950_at	39.2	314.4	A	P
1425951_a_at	34.6	12.2	A	A
1425952_a_at	22.6	15.7	A	A
1425953_at	58.6	11	A	A
1425954_a_at	447.6	222.2	A	A
1425955_at	116.9	30.6	A	A
1425956_a_at	176.9	361.1	P	P
1425957_x_at	2.1	3.6	A	A
1425958_at	4.8	51.7	A	M
1425959_x_at	8.4	0.6	A	A
1425960_s_at	2.7	3.2	A	A
1425961_at	46.7	26.1	A	A
1425962_at	3.3	7.6	A	A
1425963_at	6.9	6.4	A	A
1425964_x_at	9543.6	9297.4	P	P
1425965_at	94.1	26.9	A	A
1425966_x_at	11574.8	7581.2	P	P
1425967_a_at	4.3	2.4	A	A
1425968_s_at	364.9	119.5	P	A
1425969_a_at	402.3	442.8	P	P
1425970_a_at	47.7	16.5	A	A
1425971_at	53.7	61	A	A
1425972_a_at	216.8	721.7	P	P
1425973_at	74.7	33	A	A
1425974_a_at	682.2	2684.1	P	P
1425975_a_at	8.2	278.2	A	P
1425976_x_at	26.5	11.1	A	A
1425977_a_at	298.5	980.2	P	P
1425978_at	128.6	8.2	P	A
1425979_a_at	246.2	353.4	P	P
1425980_at	28.1	18.1	A	A
1425981_a_at	306.1	181.1	P	P
1425982_a_at	8.9	146.4	A	P
1425983_x_at	356.2	225.6	A	A
1425984_at	13.6	25.3	A	A
1425985_s_at	1045.3	84.1	P	A
1425986_a_at	29.5	232.7	A	P
1425987_a_at	21.1	17.6	A	A
1425988_a_at	48.5	114.2	A	P
1425989_a_at	198.6	315.5	A	P
1425990_a_at	11.3	19.1	A	A
1425991_a_at	799.4	433.9	P	P
1425992_at	40.3	22.7	A	A
1425993_a_at	3655.5	3627	P	P
1425994_a_at	97.2	25.7	A	A
1425995_s_at	99.2	62.4	P	P
1425996_a_at	51.4	747.4	A	P
1425997_a_at	100.8	156.8	A	A
1425998_at	28.9	1.2	A	A
1425999_at	6.3	0.7	A	A
1426000_at	91.1	6.1	A	A
1426001_at	45.7	357.6	A	P
1426002_a_at	401.5	1426.6	P	P
1426003_at	68.7	17	P	A
1426004_a_at	300.9	134.8	A	A
1426005_at	1.6	13.5	A	A
1426006_at	19.2	43.5	A	A
1426007_a_at	10	77.4	A	A
1426008_a_at	14.5	39.9	A	P
1426009_a_at	906.8	929	P	P
1426010_a_at	1795	178.4	P	A
1426011_a_at	796.8	2032.1	P	P
1426012_a_at	925.3	617.9	P	P
1426013_s_at	4	778.9	A	P
1426014_a_at	74.3	10.2	A	A
1426015_s_at	559.5	348	P	P
1426016_a_at	266.7	171.1	P	P
1426017_a_at	510.4	520.1	P	P
1426018_a_at	7.3	17.1	A	M
1426019_at	5.5	4.3	A	A
1426020_at	41.6	48.7	A	A
1426021_a_at	37.5	425.8	A	P
1426022_a_at	216.8	603.1	P	P
1426023_a_at	83.8	298.2	P	P
1426024_a_at	3323.3	408.3	P	P
1426025_s_at	92.7	1598.3	A	P
1426026_at	86.4	19.4	A	A
1426027_a_at	89	102.3	A	A
1426028_a_at	5.1	127.3	A	P
1426029_a_at	4.4	41.5	A	A
1426030_a_at	1154	895.5	P	P
1426031_a_at	4.8	3.7	A	A
1426032_at	73.7	31.9	A	A
1426033_at	5.1	11.9	A	A
1426034_a_at	8.9	73.6	A	P
1426035_at	9.6	19.2	A	A
1426036_a_at	5.6	1.7	A	A
1426037_a_at	937.7	227.4	P	P
1426038_at	4	14.6	A	A
1426039_a_at	93.4	88	A	A
1426040_a_at	200.6	963.6	P	P
1426041_a_at	13.9	44.4	A	P
1426042_at	12.3	7.8	A	A
1426043_a_at	17.4	16.6	A	A
1426044_a_at	5.8	3.4	A	A
1426045_at	15.3	20.6	A	A
1426046_a_at	442.9	1561.9	P	P
1426047_a_at	2.3	25	A	A
1426048_s_at	143.3	101.2	A	P
1426049_a_at	307.5	311.4	A	P
1426050_at	6.2	19.4	A	A
1426051_a_at	887.7	276.2	P	P
1426052_at	154.3	586.8	P	P
1426053_a_at	62.9	108.6	A	P
1426054_at	47	9.4	A	A
1426055_a_at	148.1	354.2	A	P
1426056_at	26.5	7.1	A	A
1426057_a_at	38.8	2	A	A
1426058_a_at	15.1	4.8	A	A
1426059_at	12.4	13.6	A	A
1426060_at	172.1	281	A	P
1426061_x_at	54.8	294.2	A	P
1426062_a_at	236.3	139	A	A
1426063_a_at	146.2	51.7	P	P
1426064_at	2.9	34.2	A	A
1426065_a_at	532.6	3280.7	P	P
1426066_a_at	95.1	92.2	A	P
1426067_x_at	399.3	343.7	A	A
1426068_at	204.9	248.7	A	P
1426069_s_at	32.9	84.7	A	P
1426070_a_at	6.5	10.1	A	A
1426071_at	14.7	51	A	A
1426072_at	2.2	17.8	A	A
1426073_at	110.1	35.3	A	M
1426074_at	139.8	58.5	P	P
1426075_at	7.8	3.3	A	A
1426076_at	131.4	275.9	M	P
1426077_at	6.6	4.9	A	A
1426078_a_at	728.7	537.2	P	P
1426079_at	62.7	24.2	A	A
1426080_a_at	100	80.8	A	P
1426081_a_at	3.9	13.8	A	A
1426082_a_at	75.3	29.4	A	A
1426083_a_at	6318.5	5157.1	P	P
1426084_a_at	1282.5	369.3	P	P
1426085_a_at	145.3	362.6	A	P
1426086_a_at	46.9	471.2	A	P
1426087_at	56.5	35.8	M	M
1426088_at	2087.3	12183.3	P	P
1426089_a_at	235	715.3	P	P
1426090_a_at	367	379	M	P
1426091_a_at	131.1	8	A	A
1426092_a_at	6.5	90.6	A	P
1426093_at	3.1	31.7	A	A
1426094_at	12.5	63.2	A	P
1426095_a_at	481.7	179	P	P
1426096_at	11.6	81.4	A	A
1426097_a_at	21.2	120.2	A	P
1426098_a_at	1256.3	459.8	P	P
1426099_at	10.5	1.6	A	A
1426100_a_at	232.4	408.3	P	P
1426101_at	5.7	3.3	A	A
1426102_at	30.9	27.4	A	A
1426103_a_at	29.1	2.1	A	A
1426104_at	10.3	37.6	A	A
1426105_a_at	42.8	319.5	A	P
1426106_a_at	19.2	80.7	A	A
1426107_at	14.4	37.7	A	A
1426108_s_at	116.9	75.8	A	A
1426109_a_at	102.5	44.5	P	A
1426110_a_at	217.6	125.7	P	P
1426111_x_at	1172.4	827.5	P	P
1426112_a_at	30.4	107.4	A	A
1426113_x_at	322.6	67.4	P	A
1426114_at	16833.7	12418.4	P	P
1426115_a_at	28.2	23	A	A
1426116_at	3.9	32.3	A	A
1426117_a_at	405.5	426.4	P	P
1426118_a_at	2515.8	4521.2	P	P
1426119_at	2.1	22.3	A	P
1426120_a_at	8.1	16	A	A
1426121_at	108	7.8	A	A
1426122_a_at	107.5	49.5	A	A
1426123_a_at	1128	419.6	P	P
1426124_a_at	353.1	3282.3	P	P
1426125_a_at	103.6	138.2	A	P
1426126_a_at	111.5	108.8	A	A
1426127_x_at	61	152.8	A	A
1426128_a_at	212.9	43.5	M	M
1426129_at	88.8	100	A	P
1426130_at	11.8	35	A	A
1426131_at	57.1	5.4	A	A
1426132_at	9.1	9.7	A	A
1426133_a_at	232.5	609.5	P	P
1426134_at	27.5	0.3	A	A
1426135_a_at	5.4	4.9	A	A
1426136_x_at	398	77.3	A	A
1426137_at	4.5	871.3	A	P
1426138_a_at	4417.4	3450.8	P	P
1426139_a_at	8	30.8	A	A
1426140_x_at	2.7	1.9	A	A
1426141_at	142.1	4.5	P	A
1426142_a_at	29.8	0.4	A	A
1426143_at	6.1	1.2	A	A
1426144_x_at	21.4	8.8	A	A
1426145_at	10.3	3.1	A	A
1426146_a_at	204.1	295.2	P	P
1426147_s_at	151.8	25.2	A	A
1426148_at	139.6	68.7	A	P
1426149_at	120.2	19.1	A	A
1426150_at	58.3	4.7	A	A
1426151_a_at	78.3	880.2	A	P
1426152_a_at	95.2	70.6	A	A
1426153_a_at	2.4	114.1	A	P
1426154_s_at	21.9	6.1	A	A
1426155_a_at	49.7	50.4	A	A
1426156_at	72.7	13.3	A	A
1426157_a_at	8	2.6	A	A
1426158_at	6	17.8	A	A
1426159_x_at	202.1	59.9	P	A
1426160_a_at	1044.3	474.2	P	P
1426161_at	31.7	6.1	A	A
1426162_a_at	26355.2	23979.9	P	P
1426163_x_at	21115.6	21269.3	P	P
1426164_a_at	394.7	449.7	P	P
1426165_a_at	702.5	690.5	P	P
1426166_at	71.1	11.5	A	A
1426167_a_at	45.7	48.4	A	A
1426168_a_at	273	3	P	A
1426169_a_at	4.1	32.8	A	A
1426170_a_at	15.5	19.7	A	A
1426171_x_at	13.5	4.2	A	A
1426172_a_at	50.9	3.7	A	A
1426173_at	125.9	24.2	A	A
1426174_s_at	8.9	1.9	A	A
1426175_a_at	27.9	24.6	A	A
1426176_a_at	3	1.9	A	A
1426177_a_at	6.9	7.8	A	A
1426178_at	36.3	2.2	A	A
1426179_a_at	208.7	316.9	P	P
1426180_a_at	197.9	85.1	P	A
1426181_a_at	9.3	30.2	A	A
1426182_a_at	35.3	8.1	A	A
1426183_a_at	10.2	19.1	A	A
1426184_a_at	1489.7	867.3	P	P
1426185_at	8.8	23.6	A	M
1426186_a_at	5.2	10.1	A	A
1426187_a_at	4278.2	4828.9	P	P
1426188_s_at	101.9	3.3	P	A
1426189_at	10.2	17.5	A	A
1426190_at	7.2	5.3	A	A
1426191_a_at	140.3	182.2	A	A
1426192_at	9.7	32.2	A	A
1426193_at	43	41.4	A	A
1426194_x_at	3.2	34.3	A	A
1426195_a_at	7417.4	1906.3	P	P
1426196_at	2.8	9.9	A	A
1426197_at	18.3	1.6	A	A
1426198_at	0.8	0.7	A	A
1426199_x_at	1.4	5.8	A	A
1426200_at	60.3	44.3	A	A
1426201_at	5.2	3.3	A	A
1426202_at	5.3	7.3	A	A
1426203_at	25.4	31.5	A	A
1426204_a_at	33.1	45.4	A	P
1426205_at	4946.5	9674.1	P	P
1426206_at	9.2	120.5	A	P
1426207_at	868	850.6	P	P
1426208_x_at	2716.4	2601.2	P	P
1426209_at	2120.3	2094.3	P	P
1426210_x_at	342.9	49.7	P	P
1426211_at	172.8	280.1	A	P
1426212_s_at	1461.5	1224.9	P	P
1426213_at	2251.1	2722.5	P	P
1426214_at	238.3	258.6	A	P
1426215_at	102.8	999.2	P	P
1426216_at	610	923.4	P	P
1426217_at	487.8	365.3	P	P
1426218_at	77	89.2	P	P
1426219_at	2616.2	2966.6	P	P
1426220_at	969	493.5	P	P
1426221_at	913.6	536.1	P	P
1426222_s_at	154.2	42.6	P	M
1426223_at	485.7	99.4	P	P
1426224_x_at	13.8	14.1	A	A
1426225_at	164.6	105.6	P	P
1426226_at	569.4	782.1	P	P
1426227_s_at	593.1	313.5	P	P
1426228_at	0.8	0.2	A	A
1426229_s_at	2.2	36	A	P
1426230_at	114.4	49.6	A	P
1426231_at	15.5	11.1	A	A
1426232_at	345.1	859.6	P	P
1426233_at	671.1	604.8	P	P
1426234_s_at	1620.3	1594.5	P	P
1426235_a_at	395.6	959.1	P	P
1426236_a_at	1926	3956.4	P	P
1426237_at	370.8	1126.4	P	P
1426238_at	936.6	85.9	P	A
1426239_s_at	313.5	813.4	P	P
1426240_at	3301.4	2133.3	P	P
1426241_a_at	472.5	489	P	P
1426242_at	1012.5	4040.9	P	P
1426243_at	747.1	4407.8	P	P
1426244_at	278.9	338.8	P	P
1426245_s_at	1099.7	1282.4	P	P
1426246_at	284.3	255.9	P	P
1426247_at	2789.3	1950.7	P	P
1426248_at	2396.2	1856.9	P	P
1426249_at	819.6	983.5	P	P
1426250_s_at	289.1	478.9	P	P
1426251_at	4.6	7.7	A	A
1426252_a_at	23	1.8	A	A
1426253_at	618.3	608.8	P	P
1426254_at	1210.3	1275.5	P	P
1426255_at	52.6	1939.8	A	P
1426256_at	9510.6	3997.8	P	P
1426257_a_at	6484.5	5745.8	P	P
1426258_at	38	698.6	A	P
1426259_at	233.9	198.6	P	P
1426260_a_at	758.5	196.7	P	P
1426261_s_at	114.4	45.1	P	M
1426262_at	610.9	602.3	P	P
1426263_at	62.3	526.9	A	P
1426264_at	2677	2194.4	P	P
1426265_x_at	2575.6	2288.8	P	P
1426266_s_at	699.6	1781.3	P	P
1426267_at	90.9	149.3	P	P
1426268_at	5.6	25.3	A	A
1426269_at	444.3	581	P	P
1426270_at	410	900.9	A	P
1426271_at	303.6	1983.6	P	P
1426272_at	230.6	296.9	P	P
1426273_at	13.6	31.6	A	A
1426274_at	26.7	313.3	A	P
1426275_a_at	1051.8	437.4	P	P
1426276_at	6.2	38.2	A	A
1426277_at	521.7	264	P	P
1426278_at	6.7	5.4	A	A
1426279_at	956.9	1479.1	P	P
1426280_at	108.5	57.3	A	A
1426281_at	69.5	21.3	A	A
1426282_at	10.6	16.9	A	A
1426283_at	18.8	21.9	A	A
1426284_at	113.6	23.6	P	A
1426285_at	185.1	12.5	A	A
1426286_at	536.6	1165.7	P	P
1426287_at	33.4	79.2	A	A
1426288_at	64.7	51.8	P	P
1426289_at	3180.9	2994.4	P	P
1426290_at	1076.9	1514.1	P	P
1426291_at	116.9	250.5	P	P
1426292_at	268	232.3	P	P
1426293_at	67.9	73.4	A	P
1426294_at	2.9	5.3	A	A
1426295_at	2.7	4.2	A	A
1426296_at	176.9	265.7	A	P
1426297_at	1560.4	1824.7	P	P
1426298_at	522.9	78	P	A
1426299_at	36.6	38.1	A	A
1426300_at	1180.7	92.8	P	P
1426301_at	563.1	37.8	P	P
1426302_at	9.1	42.4	A	A
1426303_at	182.2	86.9	P	P
1426304_x_at	477	158.4	P	P
1426305_at	123.2	183.5	A	P
1426306_a_at	1498.7	244.4	P	P
1426307_at	1307.7	1950.8	P	P
1426308_at	7.4	12.8	A	A
1426309_at	5.5	2	A	A
1426310_at	717.1	722.3	P	P
1426311_s_at	866.5	383.9	P	P
1426312_at	1032.9	2034.6	P	P
1426313_at	1710.4	2531.2	P	P
1426314_at	90.1	40.2	P	P
1426315_a_at	56.7	277.6	A	P
1426316_at	142	154.9	A	P
1426317_at	14.7	85.4	A	P
1426318_at	5	27.6	A	A
1426319_at	256.3	14.8	P	A
1426320_at	53.7	48.1	A	A
1426321_at	15.6	45.4	A	A
1426322_a_at	39.2	28.5	A	P
1426323_x_at	2050.7	2334.6	P	P
1426324_at	255.8	60.4	M	A
1426325_at	31.6	32.7	A	A
1426326_at	1321.9	772.9	P	P
1426327_s_at	312.9	546	P	P
1426328_a_at	13.1	16.6	A	A
1426329_s_at	197.2	42.4	P	P
1426330_at	94.7	25.3	P	A
1426331_a_at	16.8	60.1	A	A
1426332_a_at	6.1	265.1	A	P
1426333_a_at	299	315.4	A	P
1426334_a_at	167.8	373.2	A	P
1426335_at	6.9	10.8	A	A
1426336_at	67.1	133.9	A	P
1426337_a_at	141.7	256.3	P	P
1426338_a_at	114.9	27.8	A	A
1426339_at	163.1	54.5	P	P
1426340_at	141.5	304.5	P	P
1426341_at	8.2	185.3	A	A
1426342_at	10951	6844.2	P	P
1426343_at	1731.1	1932.9	P	P
1426344_at	1127.9	1147.6	P	P
1426345_at	1183.8	395.3	P	P
1426346_at	186.8	230.2	P	P
1426347_at	1419.7	933.1	P	P
1426348_at	2826.8	314.6	P	A
1426349_s_at	1156.9	1557.8	P	P
1426350_at	1907.9	403.5	P	P
1426351_at	15802.6	16560	P	P
1426352_s_at	49.8	435.3	A	P
1426353_at	1208.4	1129.4	P	P
1426354_at	949.1	1858.9	P	P
1426355_a_at	2764.1	2073.1	P	P
1426356_at	473.7	612.9	P	P
1426357_at	350.2	566.5	P	P
1426358_at	357.2	1279.1	P	P
1426359_at	343.4	769.4	A	P
1426360_at	272.4	609.2	A	P
1426361_at	274.8	657.4	M	P
1426362_at	287.5	354.8	P	P
1426363_x_at	1277.5	265.5	P	P
1426364_at	1135.7	1049.6	P	P
1426365_at	1305.1	1642.9	P	P
1426366_at	2407.6	1724.3	P	P
1426367_at	684.1	433.1	P	P
1426368_at	67.8	91.7	A	P
1426369_at	418.4	1820.2	P	P
1426370_at	575.3	907.6	P	P
1426371_at	604.5	2015.4	P	P
1426372_a_at	653.7	467	P	P
1426373_at	1213.5	1061	P	P
1426374_at	3262	1483.4	P	P
1426375_s_at	826.6	1158.9	P	P
1426376_at	1533.3	226.7	P	P
1426377_at	793.6	2677.8	P	P
1426378_at	6078.7	9953.6	P	P
1426379_at	2277.4	4580.7	P	P
1426380_at	7002.5	8676.4	P	P
1426381_at	1946	2854.4	P	P
1426382_at	2317	3142	P	P
1426383_at	359	357.3	P	P
1426384_a_at	12322.7	14655.9	P	P
1426385_x_at	22909.5	22908.5	P	P
1426386_at	3747.9	3898.6	P	P
1426387_x_at	368.7	1714.3	P	P
1426388_s_at	3429.8	500.9	P	P
1426389_at	77.8	134.7	A	P
1426390_a_at	22672.5	12676.4	P	P
1426391_at	38.3	2	A	A
1426392_a_at	14009	4960.1	P	P
1426393_a_at	3526.5	1755.2	P	P
1426394_at	2726.6	4244.8	P	P
1426395_s_at	1119.4	1789.8	P	P
1426396_at	5	18.4	A	A
1426397_at	2930.5	197.6	P	P
1426398_at	2015.9	636.4	P	P
1426399_at	38	50.1	A	A
1426400_a_at	7037.8	6367	P	P
1426401_at	1016.3	636.9	P	P
1426402_at	2910	3298.8	P	P
1426403_at	583.6	407.1	P	P
1426404_a_at	2911.8	842.5	P	P
1426405_at	130.1	56.9	P	P
1426406_at	1484.8	1758.7	P	P
1426407_at	10389.8	9517.8	P	P
1426408_at	948.6	2237.9	P	P
1426409_at	1026.4	324.6	P	P
1426410_at	1510.4	1753.3	P	P
1426411_a_at	248.1	854	P	P
1426412_at	5.2	442	A	P
1426413_at	37.5	425.5	A	P
1426414_a_at	4269.2	2694.8	P	P
1426415_a_at	450.3	854	P	P
1426416_a_at	2080	2991	P	P
1426417_at	17.1	162.8	A	P
1426418_at	151	4	P	A
1426419_at	361.5	1918.8	P	P
1426420_at	36.5	251.5	A	P
1426421_s_at	156.7	1331	P	P
1426422_at	209.2	263.7	P	P
1426423_at	2625.6	2531.1	P	P
1426424_at	279	414.4	P	P
1426425_at	5840.7	6317.3	P	P
1426426_at	3553.8	3387.8	P	P
1426427_at	439.7	522.2	P	P
1426428_at	910.4	315.1	P	P
1426429_at	43.2	46.9	A	A
1426430_at	328.4	394.1	A	P
1426431_at	35.7	402.2	A	P
1426432_a_at	131.4	40.6	A	P
1426433_at	2.7	6.1	A	A
1426434_at	2774.8	371.7	P	P
1426435_at	928.2	901	P	P
1426436_at	648.3	228.5	P	P
1426437_s_at	3196.8	1388.5	P	P
1426438_at	220.2	1191.2	P	P
1426439_at	140.2	466.8	P	P
1426440_at	554	1346	P	P
1426441_at	636	251.5	P	P
1426442_at	35.3	5.6	A	A
1426443_at	179.5	229.8	A	A
1426444_at	33.6	248.4	A	A
1426445_at	794.8	1543.3	P	P
1426446_at	55.5	59.3	A	A
1426447_at	2053.8	2117.4	P	P
1426448_at	675	124.4	P	P
1426449_a_at	2290.8	841.4	P	P
1426450_at	63.8	95	A	P
1426451_at	522.8	1274.2	P	P
1426452_a_at	441.3	162.3	P	P
1426453_at	3176.8	3999.8	P	P
1426454_at	9857.6	209.2	P	P
1426455_at	212.5	868.5	P	P
1426456_a_at	1399.3	3880.6	P	P
1426457_at	1560.1	2583.8	P	P
1426458_at	7	247.2	A	P
1426459_s_at	502.5	4506.7	P	P
1426460_a_at	173	113	P	P
1426461_at	377.5	197.7	M	A
1426462_at	469.1	240.5	P	P
1426463_at	411.2	207.4	P	P
1426464_at	101.6	151.8	A	A
1426465_at	1683	516.6	P	P
1426466_s_at	4.2	243.6	A	P
1426467_s_at	1380	863.6	P	P
1426468_at	798.5	474.8	P	P
1426469_a_at	1335.9	1523.2	P	P
1426470_at	11.6	47.3	A	A
1426471_at	306.9	468.1	P	P
1426472_at	54	46	A	P
1426473_at	2921.1	2069.5	P	P
1426474_at	621	599.1	P	P
1426475_at	2380.9	2856.4	P	P
1426476_at	1509.9	1543.3	P	P
1426477_at	387.2	887.7	P	P
1426478_at	60.1	271.3	A	P
1426479_a_at	374	608.4	P	P
1426480_at	1960.5	1662.4	P	P
1426481_at	2638.1	1647.3	P	P
1426482_at	1801.9	1425.1	P	P
1426483_at	1386.5	907.4	P	P
1426484_at	308.8	318.4	P	P
1426485_at	1723.9	1319.8	P	P
1426486_at	1883.7	1600.5	P	P
1426487_a_at	596.4	1337.7	P	P
1426488_at	433.5	640.8	A	P
1426489_s_at	789.3	804.5	P	P
1426490_at	221.1	448.4	P	P
1426491_at	579.7	604.8	P	P
1426492_at	806.6	1214.7	P	P
1426493_a_at	49.6	38.7	A	A
1426494_at	327.1	653.6	P	P
1426495_at	1281.3	1999.7	P	P
1426496_at	1384.1	942.9	P	P
1426497_at	158.2	613.2	P	P
1426498_at	5.8	155.1	A	P
1426499_at	1180	722	P	P
1426500_at	728.9	351.7	P	P
1426501_a_at	46.6	38.3	A	A
1426502_s_at	148.4	211.2	A	P
1426503_a_at	1188.7	489.2	P	P
1426504_a_at	746.7	471.9	P	P
1426505_at	13.2	9.1	A	A
1426506_at	6.3	0.9	A	A
1426507_at	66.5	62.7	A	A
1426508_at	126.6	107.2	A	A
1426509_s_at	7.3	15.9	A	A
1426510_at	789.9	484.6	P	P
1426511_at	24.1	347.6	A	P
1426512_at	42.9	0.6	A	A
1426513_at	91.1	395.2	A	P
1426514_at	49	2.8	A	A
1426515_a_at	857.1	432	P	P
1426516_a_at	222.7	439.7	M	P
1426517_at	21.1	115.8	A	P
1426518_at	234.7	441.3	M	P
1426519_at	1792.8	474.1	P	P
1426520_at	11.4	33.5	A	A
1426521_at	687.5	2315.1	P	P
1426522_at	3284.5	1933.2	P	P
1426523_a_at	392.5	467.4	P	P
1426524_at	607.7	712.2	P	P
1426525_at	873.8	2550	P	P
1426526_s_at	64.3	65.9	A	P
1426527_at	555.4	571.8	P	P
1426528_at	485.7	659.9	P	P
1426529_a_at	10738.6	1895.3	P	P
1426530_a_at	1623.6	316.2	P	P
1426531_at	1282.8	388.7	P	P
1426532_at	691.1	413.4	P	P
1426533_at	3875.1	6851.7	P	P
1426534_a_at	734.9	175.7	P	P
1426535_at	1687.9	3868.6	P	P
1426536_at	460	2136.7	P	P
1426537_at	47.9	306.3	M	P
1426538_a_at	1467.3	2507.4	P	P
1426539_at	223.8	1491.8	P	P
1426540_at	207.5	98.3	M	A
1426541_a_at	407.7	39.7	P	P
1426542_at	235.1	11.7	A	A
1426543_x_at	314.5	57.9	P	P
1426544_a_at	162.7	785.2	A	P
1426545_at	154.4	353.9	A	P
1426546_at	300.9	964	P	P
1426547_at	8.3	152.9	A	P
1426548_a_at	440.6	1329	P	P
1426549_at	42.5	60.5	A	A
1426550_at	5.4	2.8	A	A
1426551_at	7.3	4.1	A	A
1426552_a_at	24.5	9.1	A	A
1426553_at	548.6	386.4	P	P
1426554_a_at	13192.4	13055.1	P	P
1426555_at	7758.8	8526.8	P	P
1426556_at	139.8	1343	P	P
1426557_at	135.7	104.1	M	P
1426558_x_at	2378.1	919.8	P	P
1426559_at	1731	3218.6	P	P
1426560_a_at	144.4	89.2	P	P
1426561_a_at	47.2	55.2	A	P
1426562_a_at	41.1	66.4	A	A
1426563_at	101.3	726.8	A	P
1426564_at	310.4	1273.9	P	P
1426565_at	842.7	297.8	P	P
1426566_s_at	60.6	89.4	A	P
1426567_a_at	1006.6	180.2	P	P
1426568_at	4.6	18.1	A	A
1426569_a_at	72.7	24.8	A	A
1426570_a_at	100.9	20.8	P	P
1426571_at	54.1	29.9	A	A
1426572_at	1706.9	2133.3	P	P
1426573_at	558.1	513.9	P	P
1426574_a_at	164.5	832.8	P	P
1426575_at	693.1	519.2	P	P
1426576_at	1592.8	1884.4	P	P
1426577_a_at	469.7	477.8	P	P
1426578_s_at	346	318.2	P	P
1426579_at	924.7	2112.5	P	P
1426580_at	511	1144.6	P	P
1426581_at	2749.2	957	P	P
1426582_at	510	1813.4	P	P
1426583_at	1124.9	3854.1	P	P
1426584_a_at	407.7	909.3	P	P
1426585_s_at	4244.5	4979.9	P	P
1426586_at	1979.9	1726.3	P	P
1426587_a_at	3193.4	2097.4	P	P
1426588_at	67.9	60.6	A	A
1426589_at	19.4	29.4	A	A
1426590_at	637.3	1493.1	P	P
1426591_at	48.6	71.5	A	P
1426592_a_at	867	1806	P	P
1426593_a_at	2726.4	4432.8	P	P
1426594_at	3.7	70.6	A	P
1426595_at	34.1	59.7	A	A
1426596_a_at	2268.6	3303.8	P	P
1426597_s_at	875.9	174.9	P	P
1426598_at	79.9	406.5	A	P
1426599_a_at	3343.7	6794.4	P	P
1426600_at	2546.5	6957	P	P
1426601_at	18.7	368.5	A	P
1426602_at	571.4	545.6	P	P
1426603_at	6.7	5.9	A	A
1426604_at	2.7	11.9	A	A
1426605_at	16.6	150.5	A	P
1426606_at	33.3	169.8	A	P
1426607_at	2104.8	1047.9	P	P
1426608_at	7.1	50	A	A
1426609_at	3350.8	4562.4	P	P
1426610_a_at	146.9	500	A	P
1426611_at	8313.6	5147.9	P	P
1426612_at	3788.7	9476.8	P	P
1426613_a_at	2000.6	3940.5	P	P
1426614_at	1872.9	831.7	P	P
1426615_s_at	3511	905.8	P	P
1426616_at	102.6	76.1	P	P
1426617_a_at	8.2	158.9	A	P
1426618_a_at	968.2	329.1	P	P
1426619_at	2.5	362.2	A	P
1426620_at	102.7	228.3	P	P
1426621_a_at	14.6	14.4	A	A
1426622_a_at	87.7	62.1	A	P
1426623_a_at	984.3	998	P	P
1426624_a_at	342.8	754.8	P	P
1426625_at	825.2	1079.1	P	P
1426626_at	1879.2	1929.6	P	P
1426627_at	347.9	466.3	P	P
1426628_at	1108.8	1882	P	P
1426629_at	626.5	1727.9	P	P
1426630_at	1564.6	2096	P	P
1426631_at	1666.8	1836.9	P	P
1426632_at	63.5	79.6	A	A
1426633_s_at	43.2	33.4	A	A
1426634_at	37.1	4	A	A
